Date,tmax,tmin,prcp,tavg
20-05-2016,89,74,0.41,81.5
21-05-2016,91,72,0,81.5
22-05-2016,90,72,0,81
23-05-2016,86,73,0.01,79.5
24-05-2016,86,74,0.4,80
25-05-2016,85,73,0,79
26-05-2016,85,68,0,76.5
27-05-2016,83,77,0.06,80
28-05-2016,88,73,0.01,80.5
29-05-2016,89,75,0,82
30-05-2016,87,74,0,80.5
31-05-2016,88,73,0,80.5
01-06-2016,89,74,0,81.5
02-06-2016,90,80,0,85
03-06-2016,90,80,0,85
04-06-2016,90,78,0,84
05-06-2016,92,80,0.09,86
06-06-2016,89,78,0.01,83.5
07-06-2016,93,81,0.05,87
08-06-2016,90,74,0.87,82
09-06-2016,85,74,0.72,79.5
10-06-2016,87,74,0.66,80.5
11-06-2016,86,73,0.26,79.5
12-06-2016,86,74,0,80
13-06-2016,89,74,0,81.5
14-06-2016,90,77,0,83.5
15-06-2016,91,76,0,83.5
16-06-2016,88,76,0.17,82
17-06-2016,91,75,0.08,83
18-06-2016,91,74,0.48,82.5
19-06-2016,88,74,0.12,81
20-06-2016,89,79,0,84
21-06-2016,87,77,0.14,82
22-06-2016,89,77,0.17,83
23-06-2016,89,79,0.3,84
24-06-2016,90,77,0.4,83.5
25-06-2016,91,81,0,86
26-06-2016,90,78,0,84
27-06-2016,90,78,0,84
28-06-2016,90,77,0,83.5
29-06-2016,91,77,0,84
30-06-2016,91,78,0,84.5
01-07-2016,91,80,0.04,85.5
02-07-2016,92,78,0,85
03-07-2016,91,79,0,85
04-07-2016,92,80,0,86
05-07-2016,94,82,0,88
06-07-2016,95,82,0,88.5
07-07-2016,95,82,0,88.5
08-07-2016,95,81,0,88
09-07-2016,95,78,0,86.5
10-07-2016,95,79,0,87
11-07-2016,92,78,0.25,85
12-07-2016,94,82,0,88
13-07-2016,93,79,0,86
14-07-2016,92,79,0,85.5
15-07-2016,93,83,0,88
16-07-2016,93,81,0.12,87
17-07-2016,93,84,0,88.5
18-07-2016,92,84,0.02,88
19-07-2016,93,79,0.49,86
20-07-2016,92,82,0.1,87
21-07-2016,92,83,0,87.5
22-07-2016,91,76,0.39,83.5
23-07-2016,90,76,0.09,83
24-07-2016,87,75,0,81
25-07-2016,91,76,0,83.5
26-07-2016,92,82,0.01,87
27-07-2016,92,80,0,86
28-07-2016,93,80,0,86.5
29-07-2016,93,80,0.08,86.5
30-07-2016,94,77,0,85.5
31-07-2016,94,79,0,86.5
01-08-2016,93,83,0,88
02-08-2016,93,78,0.02,85.5
03-08-2016,92,76,0,84
04-08-2016,95,78,0,86.5
05-08-2016,94,82,0.03,88
06-08-2016,94,76,1.01,85
07-08-2016,92,76,0.47,84
08-08-2016,90,77,0.25,83.5
09-08-2016,90,79,0,84.5
10-08-2016,92,78,0,85
11-08-2016,91,78,0,84.5
12-08-2016,92,79,0.02,85.5
13-08-2016,91,80,0.01,85.5
14-08-2016,91,75,0.28,83
15-08-2016,91,81,0,86
16-08-2016,92,79,0.35,85.5
17-08-2016,90,81,0.29,85.5
18-08-2016,91,83,0,87
19-08-2016,91,79,0,85
20-08-2016,92,79,0,85.5
21-08-2016,94,78,0.15,86
22-08-2016,93,79,0,86
23-08-2016,93,79,0,86
24-08-2016,93,81,0.04,87
25-08-2016,92,78,0.85,85
26-08-2016,91,79,0.23,85
27-08-2016,91,81,0.05,86
28-08-2016,90,79,0.16,84.5
29-08-2016,88,78,0.41,83
30-08-2016,84,74,2.03,79
31-08-2016,87,75,0.05,81
01-09-2016,91,76,0.04,83.5
02-09-2016,91,82,0,86.5
03-09-2016,91,75,0.95,83
04-09-2016,90,78,0,84
05-09-2016,88,76,0.35,82
06-09-2016,85,76,0,80.5
07-09-2016,89,78,0.35,83.5
08-09-2016,90,80,0.3,85
09-09-2016,90,80,0.07,85
10-09-2016,89,80,0,84.5
11-09-2016,90,78,0,84
12-09-2016,89,78,0.48,83.5
13-09-2016,86,79,0.02,82.5
14-09-2016,92,77,0,84.5
15-09-2016,91,77,0,84
16-09-2016,92,79,0,85.5
17-09-2016,93,78,0,85.5
18-09-2016,92,78,0.31,85
19-09-2016,91,77,1.42,84
20-09-2016,91,74,1.74,82.5
21-09-2016,91,76,0,83.5
22-09-2016,90,77,0,83.5
23-09-2016,90,75,0.15,82.5
24-09-2016,89,75,0.09,82
25-09-2016,87,73,0.01,80
26-09-2016,89,75,0,82
27-09-2016,88,73,0.56,80.5
28-09-2016,89,72,0.43,80.5
29-09-2016,90,74,0,82
30-09-2016,90,74,0.77,82
01-10-2016,86,74,0.12,80
02-10-2016,88,75,0.28,81.5
03-10-2016,89,73,1.07,81
04-10-2016,89,77,0,83
05-10-2016,90,78,0.08,84
06-10-2016,87,78,1.62,82.5
07-10-2016,87,78,0,82.5
08-10-2016,91,78,0,84.5
09-10-2016,86,76,0,81
10-10-2016,82,77,0,79.5
11-10-2016,85,77,0,81
12-10-2016,86,76,0.23,81
13-10-2016,85,76,0.02,80.5
14-10-2016,86,79,0,82.5
15-10-2016,87,77,0,82
16-10-2016,86,80,0,83
17-10-2016,86,80,0,83
18-10-2016,85,77,0.23,81
19-10-2016,86,78,0,82
20-10-2016,84,72,0.57,78
21-10-2016,86,70,0,78
22-10-2016,81,62,0,71.5
23-10-2016,82,61,0,71.5
24-10-2016,82,70,0,76
25-10-2016,82,74,0,78
26-10-2016,83,77,0,80
27-10-2016,82,77,0,79.5
28-10-2016,82,74,0,78
29-10-2016,82,76,0.15,79
30-10-2016,82,77,0,79.5
31-10-2016,83,76,0,79.5
01-11-2016,83,75,0,79
02-11-2016,85,77,0,81
03-11-2016,82,70,0.24,76
04-11-2016,83,66,0,74.5
05-11-2016,80,66,0.72,73
06-11-2016,81,73,0.01,77
07-11-2016,79,74,0,76.5
08-11-2016,80,73,0,76.5
09-11-2016,81,68,0,74.5
10-11-2016,82,65,0,73.5
11-11-2016,82,62,0,72
12-11-2016,80,59,0,69.5
13-11-2016,80,64,0,72
14-11-2016,81,65,0,73
15-11-2016,78,65,0,71.5
16-11-2016,78,63,0,70.5
17-11-2016,80,61,0,70.5
18-11-2016,79,67,0,73
19-11-2016,81,61,0,71
20-11-2016,75,55,0,65
21-11-2016,76,51,0,63.5
22-11-2016,78,54,0,66
23-11-2016,80,71,0,75.5
24-11-2016,81,74,0,77.5
25-11-2016,81,65,0,73
26-11-2016,81,61,0,71
27-11-2016,79,60,0,69.5
28-11-2016,80,71,0.03,75.5
29-11-2016,81,73,0,77
30-11-2016,83,75,0,79
01-12-2016,85,74,0.44,79.5
02-12-2016,82,70,0,76
03-12-2016,78,72,0,75
04-12-2016,80,73,0,76.5
05-12-2016,83,75,0,79
06-12-2016,87,74,0,80.5
07-12-2016,83,69,0,76
08-12-2016,80,68,0.02,74
09-12-2016,72,63,0.78,67.5
10-12-2016,72,62,0.68,67
11-12-2016,76,72,0.39,74
12-12-2016,83,70,0,76.5
13-12-2016,83,65,0,74
14-12-2016,84,67,0,75.5
15-12-2016,82,64,0,73
16-12-2016,79,61,0,70
17-12-2016,82,72,0.05,77
18-12-2016,83,77,0,80
19-12-2016,84,74,0,79
20-12-2016,82,68,0,75
21-12-2016,75,65,0.18,70
22-12-2016,81,62,0.06,71.5
23-12-2016,80,69,0.28,74.5
24-12-2016,82,72,0.55,77
25-12-2016,81,73,0.01,77
26-12-2016,81,74,0,77.5
27-12-2016,81,68,0.03,74.5
28-12-2016,81,64,0,72.5
29-12-2016,81,64,0,72.5
30-12-2016,69,53,0,61
31-12-2016,76,49,0,62.5
01-01-2017,80,69,0,74.5
02-01-2017,81,75,0.02,78
03-01-2017,86,72,0.02,79
04-01-2017,81,64,0.01,72.5
05-01-2017,78,56,0,67
06-01-2017,81,58,0,69.5
07-01-2017,81,48,0.19,64.5
08-01-2017,66,44,0,55
09-01-2017,70,49,0,59.5
10-01-2017,74,63,0,68.5
11-01-2017,76,68,0,72
12-01-2017,78,69,0,73.5
13-01-2017,79,72,0,75.5
14-01-2017,79,71,0,75
15-01-2017,78,71,0,74.5
16-01-2017,79,71,0,75
17-01-2017,79,63,0,71
18-01-2017,81,60,0,70.5
19-01-2017,80,60,0,70
20-01-2017,81,60,0,70.5
21-01-2017,81,62,0,71.5
22-01-2017,86,68,0,77
23-01-2017,78,64,0.31,71
24-01-2017,76,56,0,66
25-01-2017,78,50,0,64
26-01-2017,83,56,0,69.5
27-01-2017,78,59,0,68.5
28-01-2017,71,51,0,61
29-01-2017,59,49,0.45,54
30-01-2017,69,50,0,59.5
31-01-2017,72,43,0,57.5
01-02-2017,76,52,0,64
02-02-2017,78,55,0,66.5
03-02-2017,79,59,0,69
04-02-2017,79,59,0,69
05-02-2017,81,60,0,70.5
06-02-2017,80,62,0,71
07-02-2017,81,69,0.01,75
08-02-2017,87,64,0,75.5
09-02-2017,85,66,0,75.5
10-02-2017,75,60,0,67.5
11-02-2017,78,60,0,69
12-02-2017,79,57,0,68
13-02-2017,80,58,0,69
14-02-2017,84,59,0,71.5
15-02-2017,86,60,0.02,73
16-02-2017,77,57,0,67
17-02-2017,77,51,0,64
18-02-2017,81,58,0,69.5
19-02-2017,88,65,0,76.5
20-02-2017,81,60,0,70.5
21-02-2017,79,65,0,72
22-02-2017,77,62,1.7,69.5
23-02-2017,79,57,0,68
24-02-2017,83,62,0,72.5
25-02-2017,85,60,0,72.5
26-02-2017,81,63,0,72
27-02-2017,82,72,0.18,77
28-02-2017,82,70,0.63,76
01-03-2017,82,70,0,76
02-03-2017,87,65,0,76
03-03-2017,76,68,0,72
04-03-2017,76,68,0,72
05-03-2017,75,67,0.02,71
06-03-2017,76,67,0,71.5
07-03-2017,78,68,0.05,73
08-03-2017,79,64,0.02,71.5
09-03-2017,81,60,0,70.5
10-03-2017,86,61,0,73.5
11-03-2017,82,61,0,71.5
12-03-2017,81,64,0.26,72.5
13-03-2017,82,62,0.01,72
14-03-2017,76,59,0.6,67.5
15-03-2017,67,52,0,59.5
16-03-2017,68,46,0,57
17-03-2017,74,50,0,62
18-03-2017,75,56,0,65.5
19-03-2017,82,53,0,67.5
20-03-2017,75,56,0,65.5
21-03-2017,76,57,0,66.5
22-03-2017,83,55,0,69
23-03-2017,79,61,0.56,70
24-03-2017,78,68,0,73
25-03-2017,78,71,0,74.5
26-03-2017,79,72,0,75.5
27-03-2017,80,71,0,75.5
28-03-2017,81,61,0,71
29-03-2017,84,64,0,74
30-03-2017,82,65,0,73.5
31-03-2017,84,65,0,74.5
01-04-2017,83,65,0,74
02-04-2017,85,67,0,76
03-04-2017,86,76,0,81
04-04-2017,86,73,0,79.5
05-04-2017,87,67,0,77
06-04-2017,89,65,0,77
07-04-2017,77,59,0,68
08-04-2017,78,53,0,65.5
09-04-2017,80,62,0,71
10-04-2017,81,71,0,76
11-04-2017,81,68,0,74.5
12-04-2017,82,70,0.01,76
13-04-2017,80,72,0,76
14-04-2017,82,72,0,77
15-04-2017,82,73,0,77.5
16-04-2017,83,72,0,77.5
17-04-2017,82,72,0,77
18-04-2017,82,74,0,78
19-04-2017,81,72,0.1,76.5
20-04-2017,82,71,0,76.5
21-04-2017,82,73,0,77.5
22-04-2017,84,74,0,79
23-04-2017,77,66,3.5,71.5
24-04-2017,86,67,0,76.5
25-04-2017,82,61,0,71.5
26-04-2017,81,62,0,71.5
27-04-2017,88,76,0,82
28-04-2017,86,77,0,81.5
29-04-2017,85,77,0,81
30-04-2017,83,75,0.13,79
01-05-2017,85,77,0,81
02-05-2017,86,70,0.63,78
03-05-2017,84,66,0,75
04-05-2017,85,74,0.01,79.5
05-05-2017,82,65,0.46,73.5
06-05-2017,79,63,0,71
07-05-2017,80,59,0,69.5
08-05-2017,85,63,0,74
09-05-2017,85,66,0,75.5
10-05-2017,86,69,0,77.5
11-05-2017,91,69,0,80
12-05-2017,89,70,0,79.5
13-05-2017,88,72,0,80
14-05-2017,90,76,0,83
15-05-2017,87,71,0,79
16-05-2017,87,74,0.03,80.5
17-05-2017,87,77,0.02,82
18-05-2017,87,77,0.04,82
19-05-2017,87,74,0.24,80.5
20-05-2017,86,79,0,82.5
21-05-2017,87,75,0,81
22-05-2017,87,71,0,79
23-05-2017,90,73,0.17,81.5
24-05-2017,93,72,0.2,82.5
25-05-2017,87,72,0.81,79.5
26-05-2017,84,68,0,76
27-05-2017,93,75,0,84
28-05-2017,93,72,0,82.5
29-05-2017,89,74,0,81.5
30-05-2017,90,76,0,83
31-05-2017,90,80,0,85
01-06-2017,90,77,0,83.5
02-06-2017,89,72,0.2,80.5
03-06-2017,83,73,0.27,78
04-06-2017,81,74,0.07,77.5
05-06-2017,83,72,0.63,77.5
06-06-2017,77,68,4.18,72.5
07-06-2017,85,67,1.43,76
08-06-2017,91,71,0,81
09-06-2017,89,74,1.96,81.5
10-06-2017,84,75,0.02,79.5
11-06-2017,87,79,0,83
12-06-2017,87,81,0,84
13-06-2017,87,78,0,82.5
14-06-2017,86,73,0.38,79.5
15-06-2017,88,74,0,81
16-06-2017,87,73,0.63,80
17-06-2017,86,74,0.01,80
18-06-2017,89,75,0.34,82
19-06-2017,89,78,0.17,83.5
20-06-2017,89,81,0,85
21-06-2017,90,82,0,86
22-06-2017,88,81,0,84.5
23-06-2017,89,80,0,84.5
24-06-2017,90,81,0,85.5
25-06-2017,90,80,0,85
26-06-2017,91,80,0,85.5
27-06-2017,91,78,0.03,84.5
28-06-2017,90,79,0,84.5
29-06-2017,90,78,0,84
30-06-2017,90,81,0,85.5
01-07-2017,91,82,0,86.5
02-07-2017,90,76,0,83
03-07-2017,91,81,0,86
04-07-2017,90,79,0.02,84.5
05-07-2017,91,81,0,86
06-07-2017,92,81,0,86.5
07-07-2017,91,79,0,85
08-07-2017,91,77,0.57,84
09-07-2017,91,77,0,84
10-07-2017,91,80,0,85.5
11-07-2017,91,79,0,85
12-07-2017,90,75,1.91,82.5
13-07-2017,90,77,0.13,83.5
14-07-2017,90,78,0.28,84
15-07-2017,90,82,0,86
16-07-2017,90,79,0,84.5
17-07-2017,91,74,0.67,82.5
18-07-2017,91,77,0.02,84
19-07-2017,91,78,0.03,84.5
20-07-2017,89,75,0.29,82
21-07-2017,91,75,1.8,83
22-07-2017,91,75,0,83
23-07-2017,90,76,0.44,83
24-07-2017,92,78,0,85
25-07-2017,93,79,0,86
26-07-2017,91,81,0,86
27-07-2017,92,79,0,85.5
28-07-2017,94,78,0,86
29-07-2017,94,76,0.24,85
30-07-2017,90,75,0.72,82.5
31-07-2017,82,74,0.32,78
01-08-2017,83,75,1.34,79
02-08-2017,90,73,0.12,81.5
03-08-2017,92,77,0,84.5
04-08-2017,91,82,0,86.5
05-08-2017,91,82,0,86.5
06-08-2017,91,82,0,86.5
07-08-2017,90,82,0.06,86
08-08-2017,91,82,0,86.5
09-08-2017,92,83,0.01,87.5
10-08-2017,89,79,1.34,84
11-08-2017,92,78,0.29,85
12-08-2017,94,78,0.03,86
13-08-2017,91,77,0,84
14-08-2017,92,76,0.02,84
15-08-2017,92,76,0.04,84
16-08-2017,92,77,0,84.5
17-08-2017,95,79,0,87
18-08-2017,94,79,0,86.5
19-08-2017,94,79,0,86.5
20-08-2017,86,78,0.42,82
21-08-2017,94,83,0,88.5
22-08-2017,94,82,0.01,88
23-08-2017,90,79,0.06,84.5
24-08-2017,85,74,0.83,79.5
25-08-2017,88,74,0.24,81
26-08-2017,90,76,0.16,83
27-08-2017,92,75,0,83.5
28-08-2017,93,77,0.75,85
29-08-2017,91,74,0,82.5
30-08-2017,92,78,0,85
31-08-2017,91,83,0,87
01-09-2017,92,77,0,84.5
02-09-2017,93,77,0.06,85
03-09-2017,91,76,0,83.5
04-09-2017,91,78,0,84.5
05-09-2017,91,79,0.01,85
06-09-2017,91,77,0.11,84
07-09-2017,91,77,0,84
08-09-2017,92,80,0.09,86
09-09-2017,92,75,0.57,83.5
10-09-2017,83,76,3.13,79.5
11-09-2017,89,79,0.01,84
12-09-2017,91,77,0,84
13-09-2017,91,79,0,85
14-09-2017,90,79,0,84.5
15-09-2017,89,80,0,84.5
16-09-2017,90,80,0,85
17-09-2017,89,77,0,83
18-09-2017,90,76,0.01,83
19-09-2017,87,77,0.04,82
20-09-2017,89,77,0,83
21-09-2017,91,78,0.01,84.5
22-09-2017,89,77,0.45,83
23-09-2017,88,78,0.12,83
24-09-2017,89,76,0,82.5
25-09-2017,91,75,0,83
26-09-2017,90,78,0,84
27-09-2017,89,75,0.06,82
28-09-2017,88,75,0.62,81.5
29-09-2017,84,75,0.49,79.5
30-09-2017,89,75,0,82
01-10-2017,88,79,0.07,83.5
02-10-2017,88,77,0.02,82.5
03-10-2017,86,77,0.34,81.5
04-10-2017,87,75,0.27,81
05-10-2017,84,73,2.99,78.5
06-10-2017,88,79,0,83.5
07-10-2017,88,81,0,84.5
08-10-2017,88,80,0,84
09-10-2017,88,77,0.4,82.5
10-10-2017,88,79,0,83.5
11-10-2017,87,80,0,83.5
12-10-2017,86,77,0.27,81.5
13-10-2017,87,78,0.05,82.5
14-10-2017,87,78,0.35,82.5
15-10-2017,87,75,0,81
16-10-2017,86,75,0.75,80.5
17-10-2017,86,73,0,79.5
18-10-2017,85,74,0.52,79.5
19-10-2017,85,73,1.82,79
20-10-2017,87,79,0,83
21-10-2017,85,76,0.14,80.5
22-10-2017,87,79,0.18,83
23-10-2017,87,79,0,83
24-10-2017,88,75,0.07,81.5
25-10-2017,76,56,0.06,66
26-10-2017,77,56,0,66.5
27-10-2017,81,63,0,72
28-10-2017,81,72,5.1,76.5
29-10-2017,76,55,1.62,65.5
30-10-2017,69,52,0,60.5
31-10-2017,75,59,0,67
01-11-2017,80,67,0,73.5
02-11-2017,81,67,0,74
03-11-2017,84,66,0.07,75
04-11-2017,83,69,0.07,76
05-11-2017,85,69,0,77
06-11-2017,84,69,0,76.5
07-11-2017,84,68,0,76
08-11-2017,84,68,0,76
09-11-2017,84,70,0,77
10-11-2017,85,70,0.68,77.5
11-11-2017,83,73,0.09,78
12-11-2017,83,74,0.47,78.5
13-11-2017,81,74,0.29,77.5
14-11-2017,82,73,0.01,77.5
15-11-2017,82,69,0.2,75.5
16-11-2017,77,68,0.08,72.5
17-11-2017,78,66,0,72
18-11-2017,80,68,0,74
19-11-2017,81,67,0,74
20-11-2017,78,69,0,73.5
21-11-2017,83,71,0.56,77
22-11-2017,81,69,0,75
23-11-2017,83,73,0.16,78
24-11-2017,78,67,0.01,72.5
25-11-2017,77,65,0,71
26-11-2017,76,66,0,71
27-11-2017,79,63,0,71
28-11-2017,81,75,0,78
29-11-2017,82,75,0,78.5
30-11-2017,81,74,0,77.5
01-12-2017,82,67,0,74.5
02-12-2017,80,72,0,76
03-12-2017,80,67,0,73.5
04-12-2017,80,68,0,74
05-12-2017,83,69,0,76
06-12-2017,82,66,0,74
07-12-2017,83,64,0,73.5
08-12-2017,86,71,0,78.5
09-12-2017,78,51,0.63,64.5
10-12-2017,62,44,0,53
11-12-2017,68,43,0,55.5
12-12-2017,73,44,0,58.5
13-12-2017,67,48,0,57.5
14-12-2017,72,42,0,57
15-12-2017,78,50,0,64
16-12-2017,78,52,0,65
17-12-2017,80,68,0.05,74
18-12-2017,82,65,0,73.5
19-12-2017,82,63,0,72.5
20-12-2017,81,63,0,72
21-12-2017,83,62,0,72.5
22-12-2017,82,64,0,73
23-12-2017,80,67,0,73.5
24-12-2017,80,61,0,70.5
25-12-2017,81,59,0,70
26-12-2017,80,66,0,73
27-12-2017,81,64,0,72.5
28-12-2017,79,66,0.07,72.5
29-12-2017,72,62,0,67
30-12-2017,65,58,0,61.5
31-12-2017,70,53,0,61.5
01-01-2018,78.1,60.1,0,69.1
02-01-2018,69.1,60.1,1.26,64.6
03-01-2018,73,48.9,0.59,60.95
04-01-2018,55.9,37.9,0,46.9
05-01-2018,57.9,41,0,49.45
06-01-2018,64,48.9,0,56.45
07-01-2018,72,48.9,0,60.45
08-01-2018,73.9,66,1.07,69.95
09-01-2018,73,63,0.38,68
10-01-2018,78.1,63,0.02,70.55
11-01-2018,81,66.9,0.33,73.95
12-01-2018,82.9,69.1,0.29,76
13-01-2018,73,55.9,0,64.45
14-01-2018,73,57,0,65
15-01-2018,71.1,50,0,60.55
16-01-2018,73,61,0,67
17-01-2018,70,54,0,62
18-01-2018,59,39,0,49
19-01-2018,68,48,0,58
20-01-2018,73,59,0,66
21-01-2018,75.9,62.1,0,69
22-01-2018,79,71.1,0,75.05
23-01-2018,81,64.9,0.42,72.95
24-01-2018,77,66,0,71.5
25-01-2018,75,64.9,0,69.95
26-01-2018,75,68,0,71.5
27-01-2018,77,69.1,0.04,73.05
28-01-2018,81,72,0,76.5
29-01-2018,81,66,0.02,73.5
30-01-2018,68,53.1,0,60.55
31-01-2018,71.1,51.1,0,61.1
01-02-2018,75,64,0,69.5
02-02-2018,81,59,0,70
03-02-2018,73,66,0.01,69.5
04-02-2018,80.1,69.1,0,74.6
05-02-2018,75.9,66.9,0.02,71.4
06-02-2018,79,69.1,0,74.05
07-02-2018,80.1,71.1,0,75.6
08-02-2018,81,66,0,73.5
09-02-2018,81,73,0.01,77
10-02-2018,82,72,0,77
11-02-2018,82,73.9,0,77.95
12-02-2018,82.9,73.9,0,78.4
13-02-2018,82,73,0,77.5
14-02-2018,82,72,0,77
15-02-2018,81,64,0,72.5
16-02-2018,82.9,62.1,0,72.5
17-02-2018,82.9,62.1,0,72.5
18-02-2018,82.9,64.9,0,73.9
19-02-2018,82,73,0.03,77.5
20-02-2018,82.9,75,0,78.95
21-02-2018,84,73.9,0,78.95
22-02-2018,82.9,73.9,0,78.4
23-02-2018,82.9,71.1,0.02,77
24-02-2018,82.9,73,0,77.95
25-02-2018,82.9,71.1,0,77
26-02-2018,82,70,0.09,76
27-02-2018,84,66,0,75
28-02-2018,81,72,0,76.5
01-03-2018,84.9,64,0,74.45
02-03-2018,84.9,61,0,72.95
03-03-2018,78.1,55,0,66.55
04-03-2018,75.9,55,0,65.45
05-03-2018,75,55,0,65
06-03-2018,78.1,57,0,67.55
07-03-2018,79,61,0.34,70
08-03-2018,70,52,0,61
09-03-2018,68,50,0,59
10-03-2018,77,51.1,0.32,64.05
11-03-2018,86,66.9,0.07,76.45
12-03-2018,79,55,0.01,67
13-03-2018,69.1,48,0,58.55
14-03-2018,73,48.9,0,60.95
15-03-2018,71.1,45,0,58.05
16-03-2018,75.9,48,0,61.95
17-03-2018,79,57,0,68
18-03-2018,84.9,57,0,70.95
19-03-2018,87.1,62.1,0,74.6
20-03-2018,90,68,0,79
21-03-2018,78.1,55.9,0,67
22-03-2018,72,52,0,62
23-03-2018,73.9,48,0,60.95
24-03-2018,75,53.1,0,64.05
25-03-2018,82,55.9,0,68.95
26-03-2018,80.1,61,0.06,70.55
27-03-2018,75.9,68,0,71.95
28-03-2018,78.1,66.9,0,72.5
29-03-2018,80.1,70,0,75.05
30-03-2018,82.9,70,0,76.45
31-03-2018,81,64,0,72.5
01-04-2018,81,72,0,76.5
02-04-2018,82.9,66.9,0,74.9
03-04-2018,82.9,70,0,76.45
04-04-2018,84.9,66,0,75.45
05-04-2018,82,66.9,0,74.45
06-04-2018,82,72,0,77
07-04-2018,90,64,0,77
08-04-2018,84.9,70,0.49,77.45
09-04-2018,88,70,0,79
10-04-2018,88,66,2.51,77
11-04-2018,79,66.9,0,72.95
12-04-2018,80.1,59,0,69.55
13-04-2018,80.1,70,0,75.05
14-04-2018,84.9,73,0,78.95
15-04-2018,84.9,70,1.22,77.45
16-04-2018,75.9,57.9,0,66.9
17-04-2018,75,55,0,65
18-04-2018,80.1,57.9,0,69
19-04-2018,82.9,61,0,71.95
20-04-2018,82.9,64,0,73.45
21-04-2018,82.9,75,0,78.95
22-04-2018,82,71.1,0.16,76.55
23-04-2018,82,71.1,0.53,76.55
24-04-2018,87.1,70,1.46,78.55
25-04-2018,82,63,0,72.5
26-04-2018,82,60.1,0,71.05
27-04-2018,82.9,64.9,0.94,73.9
28-04-2018,82.9,64,0,73.45
29-04-2018,82.9,66,0,74.45
30-04-2018,82.9,68,0,75.45
01-05-2018,81,73,0,77
02-05-2018,81,73.9,0,77.45
03-05-2018,82.9,73,0,77.95
04-05-2018,82,75,0,78.5
05-05-2018,84,73,0.01,78.5
06-05-2018,86,71.1,0.28,78.55
07-05-2018,84.9,70,0,77.45
08-05-2018,84,71.1,0,77.55
09-05-2018,82.9,66.9,0,74.9
10-05-2018,84,68,0,76
11-05-2018,84,69.1,0,76.55
12-05-2018,81,75,0,78
13-05-2018,78.1,69.1,3.19,73.6
14-05-2018,82,68,1.09,75
15-05-2018,86,71.1,0.31,78.55
16-05-2018,84,71.1,0,77.55
17-05-2018,82,72,0.21,77
18-05-2018,84,73,0.11,78.5
19-05-2018,77,70,1.56,73.5
20-05-2018,82,71.1,0.59,76.55
21-05-2018,84,71.1,0.15,77.55
22-05-2018,80.1,71.1,0.32,75.6
23-05-2018,84.9,73.9,0.02,79.4
24-05-2018,84.9,75,0,79.95
25-05-2018,81,72,1.14,76.5
26-05-2018,79,69.1,1.28,74.05
27-05-2018,84,72,1,78
28-05-2018,84.9,75,0,79.95
29-05-2018,86,73.9,0.02,79.95
30-05-2018,87.1,73,0.08,80.05
31-05-2018,84.9,73.9,0.05,79.4
01-06-2018,87.1,72,0,79.55
02-06-2018,84.9,72,1.69,78.45
03-06-2018,90,73.9,0,81.95
04-06-2018,90,70,0.65,80
05-06-2018,90,73.9,0.2,81.95
06-06-2018,88,73.9,0.16,80.95
07-06-2018,88,70,0.97,79
08-06-2018,87.1,70,1.78,78.55
09-06-2018,84.9,71.1,0.04,78
10-06-2018,84.9,73,0.01,78.95
11-06-2018,87.1,68,1.33,77.55
12-06-2018,84.9,72,0.03,78.45
13-06-2018,86,75,0,80.5
14-06-2018,87.1,75,0.09,81.05
15-06-2018,87.1,73,0.09,80.05
16-06-2018,88,72,0,80
17-06-2018,88,75.9,0,81.95
18-06-2018,88,75,0.18,81.5
19-06-2018,86,73.9,0,79.95
20-06-2018,87.1,73,0,80.05
21-06-2018,93,75.9,0,84.45
22-06-2018,90,75.9,0.96,82.95
23-06-2018,91,72,1.32,81.5
24-06-2018,89.1,75.9,0,82.5
25-06-2018,87.1,75,0.2,81.05
26-06-2018,89.1,75.9,0,82.5
27-06-2018,89.1,73.9,0,81.5
28-06-2018,89.1,73,0.85,81.05
29-06-2018,88,73.9,0.15,80.95
30-06-2018,87.1,75,0,81.05
01-07-2018,89.1,75.9,0.07,82.5
02-07-2018,89.1,75,0.01,82.05
03-07-2018,88,75,0.3,81.5
04-07-2018,88,73,0.09,80.5
05-07-2018,89.1,72,1.77,80.55
06-07-2018,88,71.1,0.1,79.55
07-07-2018,88,72,0,80
08-07-2018,89.1,73,0,81.05
09-07-2018,90,75.9,0,82.95
10-07-2018,88,75.9,0,81.95
11-07-2018,90,73,0,81.5
12-07-2018,91.9,73.9,0.24,82.9
13-07-2018,91.9,73.9,0,82.9
14-07-2018,91,73.9,0,82.45
15-07-2018,90,75,0,82.5
16-07-2018,91,77,0,84
17-07-2018,91,77,0.01,84
18-07-2018,91.9,73.9,0.6,82.9
19-07-2018,91.9,78.1,0,85
20-07-2018,93.9,77,0.45,85.45
21-07-2018,93.9,75,0.04,84.45
22-07-2018,93.9,73,0.65,83.45
23-07-2018,93,73.9,0.02,83.45
24-07-2018,91,77,0.49,84
25-07-2018,91.9,75.9,0.4,83.9
26-07-2018,93,75.9,0.01,84.45
27-07-2018,89.1,78.1,0.02,83.6
28-07-2018,89.1,73.9,0.04,81.5
29-07-2018,84.9,75.9,0.29,80.4
30-07-2018,86,73.9,1.11,79.95
31-07-2018,89.1,75.9,0.16,82.5
01-08-2018,89.1,77,0.05,83.05
02-08-2018,89.1,77,0,83.05
03-08-2018,89.1,79,0,84.05
04-08-2018,90,81,0,85.5
