Date,tmax,tmin,prcp,tavg
15-08-2011,82,59,0,70.5
16-08-2011,85,62,0,73.5
17-08-2011,84,66,0,75
18-08-2011,80,65,0,72.5
19-08-2011,84,62,0,73
20-08-2011,80,64,0.1,72
21-08-2011,80,62,0,71
22-08-2011,79,59,0,69
23-08-2011,79,64,0.08,71.5
24-08-2011,91,68,0,79.5
25-08-2011,78,60,0,69
26-08-2011,81,57,0,69
27-08-2011,77,68,0,72.5
28-08-2011,74,59,0,66.5
29-08-2011,79,56,0,67.5
30-08-2011,75,62,0.06,68.5
31-08-2011,85,66,0,75.5
01-09-2011,87,67,0,77
02-09-2011,90,73,0,81.5
03-09-2011,78,69,0.5,73.5
04-09-2011,70,53,0.01,61.5
05-09-2011,63,50,0,56.5
06-09-2011,65,54,0,59.5
07-09-2011,68,52,0,60
08-09-2011,73,55,0,64
09-09-2011,73,62,0,67.5
10-09-2011,76,58,0,67
11-09-2011,84,58,0,71
12-09-2011,87,67,0,77
13-09-2011,74,57,0,65.5
14-09-2011,62,46,0,54
15-09-2011,58,40,0,49
16-09-2011,60,44,0,52
17-09-2011,65,55,0,60
18-09-2011,65,60,0.52,62.5
19-09-2011,73,53,0.02,63
20-09-2011,75,49,0,62
21-09-2011,69,55,0,62
22-09-2011,61,49,0,55
23-09-2011,60,46,0,53
24-09-2011,61,47,0.54,54
25-09-2011,62,53,0.42,57.5
26-09-2011,63,54,0.57,58.5
27-09-2011,62,56,0.12,59
28-09-2011,63,51,0,57
29-09-2011,67,50,0.19,58.5
30-09-2011,59,44,0.02,51.5
01-10-2011,54,43,0,48.5
02-10-2011,67,39,0,53
03-10-2011,63,46,0,54.5
04-10-2011,70,46,0,58
05-10-2011,76,49,0,62.5
06-10-2011,75,49,0,62
07-10-2011,80,52,0,66
08-10-2011,82,58,0,70
09-10-2011,77,53,0,65
10-10-2011,70,52,0,61
11-10-2011,76,56,0,66
12-10-2011,72,56,0,64
13-10-2011,62,53,0.42,57.5
14-10-2011,59,48,0,53.5
15-10-2011,60,48,0,54
16-10-2011,61,50,0,55.5
17-10-2011,59,44,0,51.5
18-10-2011,52,41,0.02,46.5
19-10-2011,49,42,0.48,45.5
20-10-2011,46,41,0.13,43.5
21-10-2011,55,38,0,46.5
22-10-2011,61,38,0,49.5
23-10-2011,66,38,0.3,52
24-10-2011,62,44,0,53
25-10-2011,65,48,0.05,56.5
26-10-2011,48,44,0,46
27-10-2011,51,36,0,43.5
28-10-2011,55,35,0,45
29-10-2011,53,32,0,42.5
30-10-2011,54,29,0.23,41.5
31-10-2011,50,37,0,43.5
01-11-2011,62,34,0,48
02-11-2011,60,40,0.3,50
03-11-2011,48,42,0.23,45
04-11-2011,49,37,0,43
05-11-2011,55,36,0,45.5
06-11-2011,58,46,0,52
07-11-2011,59,39,0,49
08-11-2011,50,43,0.6,46.5
09-11-2011,46,35,0.82,40.5
10-11-2011,38,31,0.01,34.5
11-11-2011,43,29,0,36
12-11-2011,58,35,0,46.5
13-11-2011,66,47,0,56.5
14-11-2011,52,36,0,44
15-11-2011,60,30,0,45
16-11-2011,44,31,0,37.5
17-11-2011,34,25,0,29.5
18-11-2011,51,26,0,38.5
19-11-2011,55,39,0,47
20-11-2011,49,35,0,42
21-11-2011,41,34,0,37.5
22-11-2011,43,38,0,40.5
23-11-2011,49,32,0,40.5
24-11-2011,46,38,0,42
25-11-2011,53,43,0,48
26-11-2011,53,48,0.39,50.5
27-11-2011,48,33,0.18,40.5
28-11-2011,35,29,0,32
29-11-2011,41,29,0,35
30-11-2011,44,24,0,34
01-12-2011,44,29,0.04,36.5
02-12-2011,39,31,0,35
03-12-2011,48,36,0.52,42
04-12-2011,50,35,0.02,42.5
05-12-2011,36,33,0.14,34.5
06-12-2011,33,26,0,29.5
07-12-2011,34,24,0,29
08-12-2011,35,22,0,28.5
09-12-2011,27,16,0,21.5
10-12-2011,27,10,0,18.5
11-12-2011,46,25,0,35.5
12-12-2011,46,28,0,37
13-12-2011,43,37,0,40
14-12-2011,53,38,0.76,45.5
15-12-2011,54,30,0,42
16-12-2011,33,24,0,28.5
17-12-2011,32,24,0.04,28
18-12-2011,42,24,0,33
19-12-2011,46,35,0,40.5
20-12-2011,37,30,0.02,33.5
21-12-2011,39,34,0.03,36.5
22-12-2011,36,28,0,32
23-12-2011,31,19,0,25
24-12-2011,39,22,0,30.5
25-12-2011,42,31,0,36.5
26-12-2011,44,26,0,35
27-12-2011,41,21,0,31
28-12-2011,29,16,0,22.5
29-12-2011,44,28,0,36
30-12-2011,40,27,0.66,33.5
31-12-2011,40,26,0,33
01-01-2012,38,25,0.12,31.5
02-01-2012,25,15,0,20
03-01-2012,26,10,0,18
04-01-2012,34,24,0,29
05-01-2012,47,26,0,36.5
06-01-2012,51,38,0,44.5
07-01-2012,41,29,0,35
08-01-2012,41,19,0,30
09-01-2012,46,27,0,36.5
10-01-2012,50,25,0,37.5
11-01-2012,55,28,0,41.5
12-01-2012,36,20,0.35,28
13-01-2012,22,18,0.05,20
14-01-2012,21,14,0.01,17.5
15-01-2012,30,10,0,20
16-01-2012,41,29,0,35
17-01-2012,37,13,0.16,25
18-01-2012,24,6,0,15
19-01-2012,25,0,0,12.5
20-01-2012,14,-1,0.25,6.5
21-01-2012,27,6,0,16.5
22-01-2012,37,21,0.07,29
23-01-2012,42,29,0.24,35.5
24-01-2012,32,22,0,27
25-01-2012,35,22,0,28.5
26-01-2012,38,31,0,34.5
27-01-2012,42,31,0,36.5
28-01-2012,37,26,0.05,31.5
29-01-2012,30,17,0.07,23.5
30-01-2012,45,14,0,29.5
31-01-2012,54,40,0,47
01-02-2012,41,33,0,37
02-02-2012,36,30,0,33
03-02-2012,37,31,0,34
04-02-2012,40,29,0,34.5
05-02-2012,42,29,0,35.5
06-02-2012,42,28,0,35
07-02-2012,36,24,0,30
08-02-2012,34,20,0,27
09-02-2012,37,20,0,28.5
10-02-2012,33,10,0.04,21.5
11-02-2012,18,7,0,12.5
12-02-2012,33,14,0,23.5
13-02-2012,31,16,0.03,23.5
14-02-2012,35,28,0,31.5
15-02-2012,48,33,0.02,40.5
16-02-2012,45,34,0,39.5
17-02-2012,40,26,0.01,33
18-02-2012,38,23,0,30.5
19-02-2012,37,19,0,28
20-02-2012,41,21,0,31
21-02-2012,42,33,0.05,37.5
22-02-2012,45,29,0.01,37
23-02-2012,39,23,0.12,31
24-02-2012,35,27,0.5,31
25-02-2012,31,17,0,24
26-02-2012,45,12,0,28.5
27-02-2012,38,26,0,32
28-02-2012,38,21,0.19,29.5
29-02-2012,53,33,0.51,43
01-03-2012,39,34,0,36.5
02-03-2012,38,32,0.64,35
03-03-2012,34,27,0,30.5
04-03-2012,28,20,0.02,24
05-03-2012,32,15,0,23.5
06-03-2012,63,30,0,46.5
07-03-2012,66,52,0.06,59
08-03-2012,55,35,0.27,45
09-03-2012,35,25,0,30
10-03-2012,59,29,0,44
11-03-2012,66,40,0.04,53
12-03-2012,60,46,0.9,53
13-03-2012,66,45,0,55.5
14-03-2012,78,39,0,58.5
15-03-2012,72,44,0,58
16-03-2012,58,45,0,51.5
17-03-2012,74,58,0,66
18-03-2012,79,55,0,67
19-03-2012,72,52,0,62
20-03-2012,83,52,0,67.5
21-03-2012,84,56,0,70
22-03-2012,74,49,0.13,61.5
23-03-2012,56,47,0.75,51.5
24-03-2012,60,46,0,53
25-03-2012,61,37,0,49
26-03-2012,41,34,0,37.5
27-03-2012,71,40,0,55.5
28-03-2012,64,39,0,51.5
29-03-2012,43,36,0,39.5
30-03-2012,41,37,0.38,39
31-03-2012,40,36,0,38
01-04-2012,48,37,0,42.5
02-04-2012,52,42,0,47
03-04-2012,53,44,0,48.5
04-04-2012,49,36,0,42.5
05-04-2012,43,38,0,40.5
06-04-2012,48,33,0,40.5
07-04-2012,60,32,0,46
08-04-2012,62,45,0,53.5
09-04-2012,58,37,0,47.5
10-04-2012,42,34,0,38
11-04-2012,48,31,0,39.5
12-04-2012,58,31,0,44.5
13-04-2012,58,33,0,45.5
14-04-2012,69,48,0.06,58.5
15-04-2012,74,57,1,65.5
16-04-2012,68,41,0,54.5
17-04-2012,45,38,0,41.5
18-04-2012,70,39,0,54.5
19-04-2012,58,39,0.68,48.5
20-04-2012,44,39,0.23,41.5
21-04-2012,48,33,0,40.5
22-04-2012,50,37,0,43.5
23-04-2012,56,37,0,46.5
24-04-2012,61,41,0,51
25-04-2012,50,42,0.25,46
26-04-2012,51,36,0,43.5
27-04-2012,48,33,0,40.5
28-04-2012,43,40,0.24,41.5
29-04-2012,50,38,0.23,44
30-04-2012,58,44,0,51
01-05-2012,55,49,0,52
02-05-2012,80,50,0.1,65
03-05-2012,83,59,0,71
04-05-2012,70,46,0,58
05-05-2012,53,47,0.12,50
06-05-2012,61,46,2.45,53.5
07-05-2012,61,48,0.08,54.5
08-05-2012,68,52,0,60
09-05-2012,56,46,0.08,51
10-05-2012,62,41,0,51.5
11-05-2012,77,49,0,63
12-05-2012,69,50,0,59.5
13-05-2012,67,49,0,58
14-05-2012,79,52,0,65.5
15-05-2012,85,48,0.07,66.5
16-05-2012,59,44,0,51.5
17-05-2012,64,44,0,54
18-05-2012,77,52,0,64.5
19-05-2012,84,54,0,69
20-05-2012,90,61,0,75.5
21-05-2012,63,51,0,57
22-05-2012,64,47,0,55.5
23-05-2012,71,45,0,58
24-05-2012,83,60,0,71.5
25-05-2012,76,61,0.01,68.5
26-05-2012,69,57,0.72,63
27-05-2012,82,58,0,70
28-05-2012,89,69,0.05,79
29-05-2012,79,60,0,69.5
30-05-2012,65,48,0,56.5
31-05-2012,50,46,0.23,48
01-06-2012,61,48,0.01,54.5
02-06-2012,75,48,0,61.5
03-06-2012,80,59,0,69.5
04-06-2012,68,56,0,62
05-06-2012,65,53,0,59
06-06-2012,70,50,0,60
07-06-2012,79,52,0,65.5
08-06-2012,87,64,0,75.5
09-06-2012,90,67,0,78.5
10-06-2012,89,66,0,77.5
11-06-2012,88,71,0,79.5
12-06-2012,73,55,0,64
13-06-2012,69,51,0,60
14-06-2012,74,53,0,63.5
15-06-2012,86,57,0,71.5
16-06-2012,85,66,0.84,75.5
17-06-2012,84,67,0.04,75.5
18-06-2012,93,72,0.01,82.5
19-06-2012,94,76,0,85
20-06-2012,93,77,0,85
21-06-2012,85,69,0,77
22-06-2012,79,61,0,70
23-06-2012,75,57,0,66
24-06-2012,86,61,0,73.5
25-06-2012,70,55,0,62.5
26-06-2012,73,54,0,63.5
27-06-2012,93,59,0,76
28-06-2012,96,77,0,86.5
29-06-2012,86,68,0,77
30-06-2012,92,71,0,81.5
01-07-2012,84,70,0,77
02-07-2012,87,69,0,78
03-07-2012,97,73,0.07,85
04-07-2012,102,81,0,91.5
05-07-2012,103,73,0,88
06-07-2012,94,76,0,85
07-07-2012,86,68,0,77
08-07-2012,81,67,0,74
09-07-2012,80,68,0,74
10-07-2012,77,64,0,70.5
11-07-2012,82,62,0,72
12-07-2012,86,67,0,76.5
13-07-2012,89,69,0.72,79
14-07-2012,91,71,0.02,81
15-07-2012,88,72,0,80
16-07-2012,98,75,0,86.5
17-07-2012,100,73,0,86.5
18-07-2012,81,70,0.54,75.5
19-07-2012,80,67,0.39,73.5
20-07-2012,77,66,0,71.5
21-07-2012,87,67,0,77
22-07-2012,89,73,0,81
23-07-2012,99,78,0,88.5
24-07-2012,86,71,0.15,78.5
25-07-2012,96,70,0.24,83
26-07-2012,85,69,0.65,77
27-07-2012,80,68,0.36,74
28-07-2012,76,65,0,70.5
29-07-2012,81,65,0,73
30-07-2012,87,72,0,79.5
31-07-2012,77,69,0.42,73
01-08-2012,88,68,0,78
02-08-2012,89,72,0,80.5
03-08-2012,85,71,0,78
04-08-2012,88,71,0.13,79.5
05-08-2012,80,64,0,72
06-08-2012,85,60,0,72.5
07-08-2012,91,66,0,78.5
08-08-2012,77,70,0,73.5
09-08-2012,71,62,1.14,66.5
10-08-2012,73,60,0.02,66.5
11-08-2012,76,56,0,66
12-08-2012,78,61,0,69.5
13-08-2012,70,61,0.05,65.5
14-08-2012,77,58,0,67.5
15-08-2012,84,64,0.01,74
16-08-2012,76,63,0.7,69.5
17-08-2012,74,57,0,65.5
18-08-2012,76,55,0,65.5
19-08-2012,75,58,0.33,66.5
20-08-2012,72,57,0.22,64.5
21-08-2012,77,56,0,66.5
22-08-2012,81,58,0,69.5
23-08-2012,89,66,0,77.5
24-08-2012,88,70,0,79
25-08-2012,89,66,0,77.5
26-08-2012,78,72,0.15,75
27-08-2012,86,68,0,77
28-08-2012,76,62,0,69
29-08-2012,82,63,0,72.5
30-08-2012,91,67,0,79
31-08-2012,92,68,0,80
01-09-2012,74,68,0,71
02-09-2012,80,69,0,74.5
03-09-2012,83,67,0.41,75
04-09-2012,85,65,0.52,75
05-09-2012,78,65,0,71.5
06-09-2012,81,65,0,73
07-09-2012,77,57,0.19,67
08-09-2012,70,52,0.26,61
09-09-2012,69,53,0,61
10-09-2012,75,55,0,65
11-09-2012,83,58,0,70.5
12-09-2012,86,64,0,75
13-09-2012,64,53,0.19,58.5
14-09-2012,75,50,0,62.5
15-09-2012,74,50,0,62
16-09-2012,76,55,0,65.5
17-09-2012,77,51,0.39,64
18-09-2012,59,43,0,51
19-09-2012,72,39,0.05,55.5
20-09-2012,69,50,0,59.5
21-09-2012,58,49,0.1,53.5
22-09-2012,58,42,0.2,50
23-09-2012,58,41,0,49.5
24-09-2012,70,39,0,54.5
25-09-2012,79,51,0,65
26-09-2012,62,49,0,55.5
27-09-2012,60,49,0,54.5
28-09-2012,64,49,0,56.5
29-09-2012,75,51,0,63
30-09-2012,63,47,0,55
01-10-2012,65,46,0,55.5
02-10-2012,65,49,0,57
03-10-2012,67,54,0.02,60.5
04-10-2012,79,48,0,63.5
05-10-2012,52,40,0,46
06-10-2012,47,38,0,42.5
07-10-2012,50,35,0,42.5
08-10-2012,61,33,0,47
09-10-2012,64,42,0.13,53
10-10-2012,49,37,0,43
11-10-2012,65,40,0.03,52.5
12-10-2012,50,34,0,42
13-10-2012,64,45,0.79,54.5
14-10-2012,67,48,0.44,57.5
15-10-2012,52,42,0,47
16-10-2012,63,38,0,50.5
17-10-2012,69,54,0.41,61.5
18-10-2012,54,44,0.04,49
19-10-2012,50,42,0,46
20-10-2012,58,42,0,50
21-10-2012,59,35,0,47
22-10-2012,60,47,0.77,53.5
23-10-2012,58,51,0.06,54.5
24-10-2012,76,53,0,64.5
25-10-2012,73,41,0.22,57
26-10-2012,49,36,0,42.5
27-10-2012,44,32,0,38
28-10-2012,47,36,0,41.5
29-10-2012,48,35,0,41.5
30-10-2012,45,37,0,41
31-10-2012,48,34,0,41
01-11-2012,53,34,0,43.5
02-11-2012,44,33,0,38.5
03-11-2012,44,31,0,37.5
04-11-2012,45,30,0,37.5
05-11-2012,42,29,0.02,35.5
06-11-2012,43,30,0.06,36.5
07-11-2012,46,37,0.02,41.5
08-11-2012,44,37,0,40.5
09-11-2012,48,32,0,40
10-11-2012,65,48,0,56.5
11-11-2012,67,39,0.17,53
12-11-2012,39,26,0,32.5
13-11-2012,38,22,0,30
14-11-2012,45,29,0,37
15-11-2012,49,31,0,40
16-11-2012,48,31,0,39.5
17-11-2012,53,27,0,40
18-11-2012,53,30,0,41.5
19-11-2012,53,36,0.08,44.5
20-11-2012,52,34,0,43
21-11-2012,59,34,0,46.5
22-11-2012,63,44,0,53.5
23-11-2012,44,27,0,35.5
24-11-2012,30,24,0,27
25-11-2012,40,25,0,32.5
26-11-2012,31,20,0,25.5
27-11-2012,31,16,0,23.5
28-11-2012,41,26,0,33.5
29-11-2012,51,32,0,41.5
30-11-2012,44,40,0,42
01-12-2012,58,40,0.01,49
02-12-2012,59,39,0,49
03-12-2012,65,44,0.29,54.5
04-12-2012,56,30,0,43
05-12-2012,36,24,0,30
06-12-2012,44,33,0,38.5
07-12-2012,43,36,0,39.5
08-12-2012,38,33,0.14,35.5
09-12-2012,38,35,0.46,36.5
10-12-2012,37,30,0,33.5
11-12-2012,34,25,0,29.5
12-12-2012,45,28,0,36.5
13-12-2012,48,32,0,40
14-12-2012,44,25,0,34.5
15-12-2012,47,37,0.34,42
16-12-2012,47,37,0.02,42
17-12-2012,38,27,0,32.5
18-12-2012,36,27,0.19,31.5
19-12-2012,38,27,0.19,32.5
20-12-2012,42,33,2.16,37.5
21-12-2012,34,19,0,26.5
22-12-2012,29,15,0,22
23-12-2012,28,20,0,24
24-12-2012,30,23,0,26.5
25-12-2012,31,21,0,26
26-12-2012,31,26,0,28.5
27-12-2012,29,26,0,27.5
28-12-2012,33,28,0.01,30.5
29-12-2012,30,20,0.06,25
30-12-2012,31,11,0,21
31-12-2012,33,14,0,23.5
01-01-2013,18,7,0,12.5
02-01-2013,27,7,0,17
03-01-2013,27,16,0,21.5
04-01-2013,30,13,0,21.5
05-01-2013,36,18,0.05,27
06-01-2013,35,20,0,27.5
07-01-2013,39,18,0,28.5
08-01-2013,40,27,0,33.5
09-01-2013,43,29,0,36
10-01-2013,40,23,0.42,31.5
11-01-2013,51,38,0.28,44.5
12-01-2013,52,28,0.05,40
13-01-2013,28,14,0.13,21
14-01-2013,27,11,0,19
15-01-2013,30,15,0,22.5
16-01-2013,34,18,0,26
17-01-2013,31,17,0,24
18-01-2013,42,14,0,28
19-01-2013,44,20,0,32
20-01-2013,20,8,0,14
21-01-2013,12,-2,0,5
22-01-2013,8,-5,0,1.5
23-01-2013,19,4,0.01,11.5
24-01-2013,20,3,0,11.5
25-01-2013,25,17,0.05,21
26-01-2013,27,11,0,19
27-01-2013,34,24,0.13,29
28-01-2013,44,31,0.06,37.5
29-01-2013,60,37,1.67,48.5
30-01-2013,38,18,0.32,28
31-01-2013,18,5,0,11.5
01-02-2013,9,-1,0.02,4
02-02-2013,14,8,0.08,11
03-02-2013,20,8,0,14
04-02-2013,20,10,0.11,15
05-02-2013,29,5,0.06,17
06-02-2013,35,5,0,20
07-02-2013,34,25,0.67,29.5
08-02-2013,26,19,0.01,22.5
09-02-2013,30,10,0,20
10-02-2013,43,26,0.34,34.5
11-02-2013,42,28,0,35
12-02-2013,29,22,0,25.5
13-02-2013,41,21,0,31
14-02-2013,37,30,0.02,33.5
15-02-2013,30,16,0.02,23
16-02-2013,20,9,0,14.5
17-02-2013,29,8,0,18.5
18-02-2013,48,29,0.4,38.5
19-02-2013,34,9,0,21.5
20-02-2013,22,7,0,14.5
21-02-2013,28,18,0,23
22-02-2013,32,25,0.29,28.5
23-02-2013,30,22,0,26
24-02-2013,39,19,0,29
25-02-2013,38,19,0,28.5
26-02-2013,34,32,0.43,33
27-02-2013,34,31,0.57,32.5
28-02-2013,34,26,0.01,30
01-03-2013,27,23,0,25
02-03-2013,28,18,0,23
03-03-2013,29,13,0,21
04-03-2013,31,14,0,22.5
05-03-2013,32,28,0.4,30
06-03-2013,35,27,0,31
07-03-2013,35,24,0,29.5
08-03-2013,36,18,0,27
09-03-2013,39,31,0.03,35
10-03-2013,43,35,0.86,39
11-03-2013,39,32,0.07,35.5
12-03-2013,34,25,0.01,29.5
13-03-2013,32,21,0,26.5
14-03-2013,34,21,0,27.5
15-03-2013,38,29,0.05,33.5
16-03-2013,30,25,0.02,27.5
17-03-2013,30,22,0,26
18-03-2013,34,20,0.18,27
19-03-2013,31,14,0,22.5
20-03-2013,21,12,0,16.5
21-03-2013,30,13,0,21.5
22-03-2013,33,18,0,25.5
23-03-2013,35,23,0,29
24-03-2013,35,30,0,32.5
25-03-2013,35,30,0,32.5
26-03-2013,41,31,0,36
27-03-2013,44,33,0,38.5
28-03-2013,45,29,0,37
29-03-2013,49,29,0,39
30-03-2013,57,28,0.01,42.5
31-03-2013,53,32,0,42.5
01-04-2013,37,26,0,31.5
02-04-2013,42,26,0,34
03-04-2013,39,25,0,32
04-04-2013,58,28,0,43
05-04-2013,42,33,0,37.5
06-04-2013,61,35,0.05,48
07-04-2013,53,35,0,44
08-04-2013,50,36,0.57,43
09-04-2013,39,35,1.8,37
10-04-2013,38,34,0.79,36
11-04-2013,38,35,0.68,36.5
12-04-2013,43,36,0.06,39.5
13-04-2013,40,30,0,35
14-04-2013,49,30,0.05,39.5
15-04-2013,62,42,0.27,52
16-04-2013,54,36,0,45
17-04-2013,44,37,1.05,40.5
18-04-2013,54,39,1.57,46.5
19-04-2013,41,31,0,36
20-04-2013,43,28,0,35.5
21-04-2013,45,31,0,38
22-04-2013,58,39,0,48.5
23-04-2013,56,37,0.47,46.5
24-04-2013,52,35,0,43.5
25-04-2013,53,39,0,46
26-04-2013,68,37,0,52.5
27-04-2013,62,47,0,54.5
28-04-2013,63,46,0,54.5
29-04-2013,72,49,0.02,60.5
30-04-2013,85,50,0,67.5
01-05-2013,81,43,0,62
02-05-2013,47,38,0.06,42.5
03-05-2013,44,37,0.01,40.5
04-05-2013,58,43,0,50.5
05-05-2013,60,43,0,51.5
06-05-2013,66,46,0,56
07-05-2013,69,48,0,58.5
08-05-2013,76,46,0,61
09-05-2013,70,41,0.24,55.5
10-05-2013,44,41,0.83,42.5
11-05-2013,55,40,0,47.5
12-05-2013,53,37,0,45
13-05-2013,51,33,0,42
14-05-2013,78,51,0.02,64.5
15-05-2013,77,56,0,66.5
16-05-2013,74,51,0,62.5
17-05-2013,56,46,0.53,51
18-05-2013,67,48,0,57.5
19-05-2013,79,52,0,65.5
20-05-2013,86,62,0.16,74
21-05-2013,81,63,0,72
22-05-2013,66,50,0.66,58
23-05-2013,52,41,0.22,46.5
24-05-2013,51,38,0,44.5
25-05-2013,55,42,0,48.5
26-05-2013,60,39,0,49.5
27-05-2013,54,49,0.05,51.5
28-05-2013,75,49,1.17,62
29-05-2013,79,53,0,66
30-05-2013,86,64,0.24,75
31-05-2013,80,62,0.11,71
01-06-2013,77,62,0.09,69.5
02-06-2013,66,44,0.01,55
03-06-2013,66,41,0,53.5
04-06-2013,67,50,0,58.5
05-06-2013,60,50,0.04,55
06-06-2013,57,52,0,54.5
07-06-2013,66,49,0,57.5
08-06-2013,64,49,0,56.5
09-06-2013,72,51,0,61.5
10-06-2013,70,57,0.03,63.5
11-06-2013,85,59,0,72
12-06-2013,71,57,0.73,64
13-06-2013,68,55,0,61.5
14-06-2013,67,53,0,60
15-06-2013,73,54,1.33,63.5
16-06-2013,85,68,0,76.5
17-06-2013,85,55,0.12,70
18-06-2013,64,53,0,58.5
19-06-2013,70,49,0,59.5
20-06-2013,78,56,0,67
21-06-2013,78,65,0.88,71.5
22-06-2013,77,63,0.42,70
23-06-2013,88,67,0,77.5
24-06-2013,81,69,0.02,75
25-06-2013,81,67,1.4,74
26-06-2013,75,65,0.31,70
27-06-2013,88,63,0.36,75.5
28-06-2013,80,64,0.06,72
29-06-2013,69,61,0,65
30-06-2013,70,61,0,65.5
01-07-2013,74,60,0,67
02-07-2013,69,58,0,63.5
03-07-2013,66,60,0.34,63
04-07-2013,80,61,0,70.5
05-07-2013,84,67,0,75.5
06-07-2013,83,66,0,74.5
07-07-2013,90,71,0,80.5
08-07-2013,88,69,0.16,78.5
09-07-2013,84,68,0.1,76
10-07-2013,80,68,0,74
11-07-2013,79,61,0,70
12-07-2013,78,56,0,67
13-07-2013,81,60,0,70.5
14-07-2013,84,66,0,75
15-07-2013,85,71,0,78
16-07-2013,93,75,0,84
17-07-2013,95,79,0,87
18-07-2013,95,79,0,87
19-07-2013,94,79,0,86.5
20-07-2013,83,67,0,75
21-07-2013,76,64,0.38,70
22-07-2013,86,64,0.02,75
23-07-2013,76,62,0,69
24-07-2013,70,57,0,63.5
25-07-2013,79,56,0,67.5
26-07-2013,72,63,0.27,67.5
27-07-2013,64,56,0,60
28-07-2013,69,54,0,61.5
29-07-2013,68,58,0,63
30-07-2013,73,56,0.08,64.5
31-07-2013,77,64,0.2,70.5
01-08-2013,79,63,0,71
02-08-2013,82,63,0.45,72.5
03-08-2013,76,60,0,68
04-08-2013,71,60,0,65.5
05-08-2013,75,58,0,66.5
06-08-2013,84,64,0,74
07-08-2013,81,64,0,72.5
08-08-2013,74,62,0,68
09-08-2013,81,59,0,70
10-08-2013,74,59,0,66.5
11-08-2013,73,58,0.03,65.5
12-08-2013,77,63,1.12,70
13-08-2013,68,54,0,61
14-08-2013,68,53,0,60.5
15-08-2013,76,57,0,66.5
16-08-2013,77,61,0,69
17-08-2013,77,57,0,67
18-08-2013,78,57,0,67.5
19-08-2013,84,63,0,73.5
20-08-2013,86,66,0,76
21-08-2013,89,69,0,79
22-08-2013,76,62,1.67,69
23-08-2013,76,58,0,67
24-08-2013,79,57,0,68
25-08-2013,90,68,0,79
26-08-2013,90,74,0,82
27-08-2013,95,73,0,84
28-08-2013,77,69,0,73
29-08-2013,84,67,0,75.5
30-08-2013,95,68,0,81.5
31-08-2013,75,65,0,70
01-09-2013,85,63,0,74
02-09-2013,73,59,0,66
03-09-2013,76,54,0,65
04-09-2013,82,58,0,70
05-09-2013,68,57,0,62.5
06-09-2013,84,53,0,68.5
07-09-2013,84,69,0.5,76.5
08-09-2013,72,67,0,69.5
09-09-2013,84,69,0,76.5
10-09-2013,95,78,0,86.5
11-09-2013,83,69,0.01,76
12-09-2013,74,56,0,65
13-09-2013,62,49,0,55.5
14-09-2013,70,46,0,58
15-09-2013,62,54,0.37,58
16-09-2013,62,46,0,54
17-09-2013,66,47,0,56.5
18-09-2013,79,61,0.04,70
19-09-2013,81,68,0.53,74.5
20-09-2013,75,60,0,67.5
21-09-2013,61,50,0,55.5
22-09-2013,60,45,0,52.5
23-09-2013,61,48,0,54.5
24-09-2013,66,51,0,58.5
25-09-2013,66,51,0,58.5
26-09-2013,71,50,0,60.5
27-09-2013,74,50,0,62
28-09-2013,78,56,0.09,67
29-09-2013,66,50,0,58
30-09-2013,71,45,0,58
01-10-2013,82,57,0,69.5
02-10-2013,73,51,0,62
03-10-2013,77,58,0.7,67.5
04-10-2013,69,60,0.05,64.5
05-10-2013,71,62,1.19,66.5
06-10-2013,65,47,0.16,56
07-10-2013,66,48,0,57
08-10-2013,72,43,0,57.5
09-10-2013,69,49,0,59
10-10-2013,69,45,0,57
11-10-2013,69,50,0,59.5
12-10-2013,70,46,0.22,58
13-10-2013,62,42,0,52
14-10-2013,59,41,0,50
15-10-2013,61,48,0.18,54.5
16-10-2013,56,46,0.01,51
17-10-2013,52,42,0.1,47
18-10-2013,51,41,0,46
19-10-2013,54,41,0,47.5
20-10-2013,52,35,0.01,43.5
21-10-2013,50,34,0,42
22-10-2013,47,31,0,39
23-10-2013,44,31,0,37.5
24-10-2013,44,34,0,39
25-10-2013,51,32,0,41.5
26-10-2013,54,42,0,48
27-10-2013,54,35,0,44.5
28-10-2013,45,37,0,41
29-10-2013,50,37,0,43.5
30-10-2013,64,40,0.02,52
31-10-2013,63,46,0.95,54.5
01-11-2013,48,44,0.06,46
02-11-2013,48,39,0,43.5
03-11-2013,51,32,0,41.5
04-11-2013,54,46,0,50
05-11-2013,56,48,0.01,52
06-11-2013,57,34,0.36,45.5
07-11-2013,43,34,0,38.5
08-11-2013,47,26,0,36.5
09-11-2013,55,42,0,48.5
10-11-2013,49,39,0,44
11-11-2013,46,25,0.23,35.5
12-11-2013,32,22,0,27
13-11-2013,41,21,0,31
14-11-2013,48,32,0,40
15-11-2013,54,39,0,46.5
16-11-2013,60,38,0.09,49
17-11-2013,65,42,2.11,53.5
18-11-2013,42,29,0,35.5
19-11-2013,37,25,0,31
20-11-2013,43,32,0.06,37.5
21-11-2013,47,39,0,43
22-11-2013,42,28,0.03,35
23-11-2013,28,14,0,21
24-11-2013,26,11,0,18.5
25-11-2013,31,22,0.02,26.5
26-11-2013,33,17,0,25
27-11-2013,28,13,0,20.5
28-11-2013,29,21,0,25
29-11-2013,33,16,0,24.5
30-11-2013,47,25,0,36
