Date,tmax,tmin,prcp,tavg
01-12-2013,39,28,0,33.5
02-12-2013,41,25,0.06,33
03-12-2013,41,35,0.17,38
04-12-2013,53,39,0.08,46
05-12-2013,39,18,0,28.5
06-12-2013,18,10,0,14
07-12-2013,17,4,0,10.5
08-12-2013,28,11,0.27,19.5
09-12-2013,26,0,0,13
10-12-2013,20,-4,0,8
11-12-2013,18,0,0,9
12-12-2013,18,-2,0,8
13-12-2013,29,16,0,22.5
14-12-2013,29,21,0.1,25
15-12-2013,22,4,0,13
16-12-2013,19,0,0.08,9.5
17-12-2013,34,15,0.01,24.5
18-12-2013,34,14,0,24
19-12-2013,35,25,0.07,30
20-12-2013,33,28,0.05,30.5
21-12-2013,34,27,0,30.5
22-12-2013,32,21,0.7,26.5
23-12-2013,22,3,0.01,12.5
24-12-2013,20,2,0.01,11
25-12-2013,24,15,0.08,19.5
26-12-2013,28,14,0,21
27-12-2013,39,15,0,27
28-12-2013,42,25,0,33.5
29-12-2013,40,4,0,22
30-12-2013,7,-5,0.02,1
31-12-2013,10,2,0.08,6
01-01-2014,19,5,0.13,12
02-01-2014,19,3,0.05,11
03-01-2014,19,-4,0,7.5
04-01-2014,30,13,0.03,21.5
05-01-2014,22,-4,0,9
06-01-2014,-4,-13,0,-8.5
07-01-2014,1,-14,0,-6.5
08-01-2014,11,-6,0,2.5
09-01-2014,25,-9,0,8
10-01-2014,39,24,0.48,31.5
11-01-2014,38,30,0.01,34
12-01-2014,40,26,0,33
13-01-2014,44,27,0,35.5
14-01-2014,35,19,0.08,27
15-01-2014,19,12,0,15.5
16-01-2014,33,18,0.05,25.5
17-01-2014,22,10,0,16
18-01-2014,24,8,0.03,16
19-01-2014,34,11,0,22.5
20-01-2014,33,6,0.01,19.5
21-01-2014,10,0,0,5
22-01-2014,14,0,0.02,7
23-01-2014,11,-4,0,3.5
24-01-2014,28,-7,0.04,10.5
25-01-2014,30,5,0.04,17.5
26-01-2014,26,5,0.13,15.5
27-01-2014,6,-8,0,-1
28-01-2014,2,-12,0,-5
29-01-2014,22,-2,0,10
30-01-2014,31,21,0.01,26
31-01-2014,21,10,0,15.5
01-02-2014,23,15,0.18,19
02-02-2014,20,1,0,10.5
03-02-2014,20,-3,0,8.5
04-02-2014,25,8,0,16.5
05-02-2014,25,9,0.05,17
06-02-2014,10,0,0,5
07-02-2014,13,-3,0,5
08-02-2014,14,2,0.05,8
09-02-2014,20,5,0,12.5
10-02-2014,10,-2,0,4
11-02-2014,14,-2,0,6
12-02-2014,22,2,0.02,12
13-02-2014,30,21,0.09,25.5
14-02-2014,24,13,0,18.5
15-02-2014,22,5,0,13.5
16-02-2014,24,18,0.01,21
17-02-2014,26,22,0.48,24
18-02-2014,47,16,0,31.5
19-02-2014,46,28,0.03,37
20-02-2014,42,33,0.63,37.5
21-02-2014,37,21,0.08,29
22-02-2014,31,18,0,24.5
23-02-2014,26,12,0,19
24-02-2014,23,10,0,16.5
25-02-2014,19,5,0,12
26-02-2014,15,0,0,7.5
27-02-2014,15,0,0,7.5
28-02-2014,26,-2,0.01,12
01-03-2014,23,8,0.18,15.5
02-03-2014,10,2,0,6
03-03-2014,18,-1,0,8.5
04-03-2014,23,10,0.15,16.5
05-03-2014,19,16,0.02,17.5
06-03-2014,24,15,0,19.5
07-03-2014,44,17,0.02,30.5
08-03-2014,33,19,0,26
09-03-2014,41,18,0,29.5
10-03-2014,55,39,0,47
11-03-2014,49,33,0.06,41
12-03-2014,33,17,0,25
13-03-2014,38,14,0,26
14-03-2014,53,38,0,45.5
15-03-2014,39,22,0,30.5
16-03-2014,22,16,0,19
17-03-2014,32,17,0,24.5
18-03-2014,41,29,0,35
19-03-2014,40,34,0.07,37
20-03-2014,45,28,0,36.5
21-03-2014,41,26,0,33.5
22-03-2014,39,23,0,31
23-03-2014,29,16,0,22.5
24-03-2014,35,18,0.01,26.5
25-03-2014,27,17,0,22
26-03-2014,38,15,0,26.5
27-03-2014,49,35,0.46,42
28-03-2014,50,32,0.15,41
29-03-2014,38,28,0,33
30-03-2014,52,21,0,36.5
31-03-2014,58,34,0,46
01-04-2014,53,30,0,41.5
02-04-2014,38,28,0,33
03-04-2014,37,33,0.06,35
04-04-2014,42,32,0.03,37
05-04-2014,49,30,0,39.5
06-04-2014,56,33,0,44.5
07-04-2014,53,34,0,43.5
08-04-2014,58,39,0.24,48.5
09-04-2014,62,30,0,46
10-04-2014,65,45,0,55
11-04-2014,67,34,0,50.5
12-04-2014,50,38,0.53,44
13-04-2014,53,37,1.49,45
14-04-2014,39,28,0.19,33.5
15-04-2014,35,23,0,29
16-04-2014,45,24,0,34.5
17-04-2014,56,39,0,47.5
18-04-2014,44,34,0,39
19-04-2014,53,34,0,43.5
20-04-2014,75,46,0,60.5
21-04-2014,73,57,0.03,65
22-04-2014,57,35,0,46
23-04-2014,45,33,0,39
24-04-2014,52,37,0.13,44.5
25-04-2014,67,41,0.05,54
26-04-2014,45,37,0,41
27-04-2014,47,39,0,43
28-04-2014,45,40,0.91,42.5
29-04-2014,52,38,0.6,45
30-04-2014,55,42,0,48.5
01-05-2014,50,40,0,45
02-05-2014,52,47,0.03,49.5
03-05-2014,64,46,0,55
04-05-2014,55,41,0,48
05-05-2014,45,39,0,42
06-05-2014,51,38,0,44.5
07-05-2014,52,43,0,47.5
08-05-2014,81,45,0,63
09-05-2014,73,53,0.28,63
10-05-2014,67,46,0,56.5
11-05-2014,80,49,0,64.5
12-05-2014,81,52,1.16,66.5
13-05-2014,66,52,0.01,59
14-05-2014,54,43,0.05,48.5
15-05-2014,54,36,0.36,45
16-05-2014,48,36,0,42
17-05-2014,61,42,0,51.5
18-05-2014,71,48,0,59.5
19-05-2014,65,48,0.14,56.5
20-05-2014,84,49,0,66.5
21-05-2014,86,50,0,68
22-05-2014,62,49,0,55.5
23-05-2014,62,44,0,53
24-05-2014,69,46,0,57.5
25-05-2014,73,49,0,61
26-05-2014,85,61,0.31,73
27-05-2014,79,52,0.49,65.5
28-05-2014,60,50,0,55
29-05-2014,67,47,0,57
30-05-2014,74,50,0,62
31-05-2014,79,54,0,66.5
01-06-2014,84,63,0.24,73.5
02-06-2014,82,68,0.21,75
03-06-2014,78,59,0,68.5
04-06-2014,68,52,0.1,60
05-06-2014,73,49,0,61
06-06-2014,77,58,0,67.5
07-06-2014,78,53,0,65.5
08-06-2014,64,53,0,58.5
09-06-2014,66,50,0,58
10-06-2014,60,51,0.21,55.5
11-06-2014,56,51,0.8,53.5
12-06-2014,80,52,0.01,66
13-06-2014,72,53,0,62.5
14-06-2014,70,49,0,59.5
15-06-2014,83,56,0,69.5
16-06-2014,86,64,0,75
17-06-2014,86,67,1.11,76.5
18-06-2014,74,54,0.7,64
19-06-2014,67,53,0.55,60
20-06-2014,76,54,0.09,65
21-06-2014,70,54,0,62
22-06-2014,68,54,0,61
23-06-2014,74,55,0.85,64.5
24-06-2014,80,56,0.47,68
25-06-2014,61,54,0,57.5
26-06-2014,68,53,0,60.5
27-06-2014,75,53,0,64
28-06-2014,82,64,0.08,73
29-06-2014,84,69,0.16,76.5
30-06-2014,87,67,0.76,77
01-07-2014,80,66,0.01,73
02-07-2014,66,53,0.05,59.5
03-07-2014,73,57,0,65
04-07-2014,72,56,0,64
05-07-2014,78,56,0,67
06-07-2014,82,62,0.07,72
07-07-2014,86,73,0,79.5
08-07-2014,81,66,0.61,73.5
09-07-2014,75,56,0,65.5
10-07-2014,71,57,0,64
11-07-2014,80,59,0,69.5
12-07-2014,77,67,0.99,72
13-07-2014,84,65,0,74.5
14-07-2014,79,59,0,69
15-07-2014,69,54,0.15,61.5
16-07-2014,71,55,0,63
17-07-2014,75,58,0,66.5
18-07-2014,74,57,0,65.5
19-07-2014,77,57,0,67
20-07-2014,80,59,0,69.5
21-07-2014,84,64,0,74
22-07-2014,89,63,0.01,76
23-07-2014,69,57,0,63
24-07-2014,71,55,0,63
25-07-2014,75,59,0,67
26-07-2014,82,63,0,72.5
27-07-2014,84,62,0.3,73
28-07-2014,66,56,0,61
29-07-2014,79,59,0.12,69
30-07-2014,69,59,0,64
31-07-2014,83,60,0,71.5
01-08-2014,83,59,0.83,71
02-08-2014,79,56,0,67.5
03-08-2014,85,62,0,73.5
04-08-2014,72,64,0.05,68
05-08-2014,74,61,0,67.5
06-08-2014,75,58,0,66.5
07-08-2014,75,59,0,67
08-08-2014,77,62,0,69.5
09-08-2014,75,65,0,70
10-08-2014,75,63,0.77,69
11-08-2014,78,64,0.29,71
12-08-2014,69,59,0.16,64
13-08-2014,76,58,0,67
14-08-2014,68,56,0,62
15-08-2014,79,56,0,67.5
16-08-2014,85,62,0,73.5
17-08-2014,67,61,0.03,64
18-08-2014,79,60,0,69.5
19-08-2014,83,65,1.01,74
20-08-2014,81,66,0,73.5
21-08-2014,77,65,0.44,71
22-08-2014,83,69,0,76
23-08-2014,75,68,1.26,71.5
24-08-2014,77,70,0.01,73.5
25-08-2014,81,71,0.14,76
26-08-2014,79,66,0.02,72.5
27-08-2014,73,62,0,67.5
28-08-2014,71,60,0,65.5
29-08-2014,82,68,0.13,75
30-08-2014,79,69,0.55,74
31-08-2014,78,64,0,71
01-09-2014,82,69,0.02,75.5
02-09-2014,80,62,0,71
03-09-2014,81,61,0,71
04-09-2014,85,68,0.27,76.5
05-09-2014,82,63,0,72.5
06-09-2014,75,57,0,66
07-09-2014,76,55,0,65.5
08-09-2014,74,58,0,66
09-09-2014,78,61,0,69.5
10-09-2014,80,51,0.36,65.5
11-09-2014,51,47,0,49
12-09-2014,50,42,0.16,46
13-09-2014,57,41,0,49
14-09-2014,64,46,0,55
15-09-2014,57,48,0.05,52.5
16-09-2014,65,44,0,54.5
17-09-2014,67,48,0,57.5
18-09-2014,59,51,0,55
19-09-2014,73,51,0,62
20-09-2014,78,63,0.21,70.5
21-09-2014,63,48,0,55.5
22-09-2014,68,42,0,55
23-09-2014,73,53,0,63
24-09-2014,70,51,0,60.5
25-09-2014,72,55,0,63.5
26-09-2014,70,55,0,62.5
27-09-2014,72,54,0,63
28-09-2014,73,54,0,63.5
29-09-2014,82,49,0.05,65.5
30-09-2014,54,45,0.02,49.5
01-10-2014,64,52,0,58
02-10-2014,76,61,0.02,68.5
03-10-2014,66,44,0.77,55
04-10-2014,47,39,0,43
05-10-2014,55,35,0,45
06-10-2014,58,46,0,52
07-10-2014,65,47,0,56
08-10-2014,65,43,0,54
09-10-2014,58,40,0,49
10-10-2014,54,40,0,47
11-10-2014,60,35,0,47.5
12-10-2014,58,38,0.04,48
13-10-2014,66,54,1.27,60
14-10-2014,64,51,0.32,57.5
15-10-2014,56,50,0.14,53
16-10-2014,57,50,0,53.5
17-10-2014,61,47,0.02,54
18-10-2014,48,35,0.07,41.5
19-10-2014,56,35,0,45.5
20-10-2014,60,48,0,54
21-10-2014,49,40,0,44.5
22-10-2014,52,34,0,43
23-10-2014,58,33,0.1,45.5
24-10-2014,62,50,0,56
25-10-2014,69,52,0,60.5
26-10-2014,59,41,0,50
27-10-2014,75,52,0.04,63.5
28-10-2014,67,48,0,57.5
29-10-2014,49,36,0,42.5
30-10-2014,51,32,0,41.5
31-10-2014,45,33,0.02,39
01-11-2014,42,27,0,34.5
02-11-2014,52,24,0,38
03-11-2014,62,42,0,52
04-11-2014,59,43,0.17,51
05-11-2014,54,36,0,45
06-11-2014,50,37,0.04,43.5
07-11-2014,45,33,0,39
08-11-2014,46,37,0.02,41.5
09-11-2014,50,34,0.06,42
10-11-2014,56,39,0,47.5
11-11-2014,50,29,0.25,39.5
12-11-2014,31,23,0,27
13-11-2014,31,23,0,27
14-11-2014,28,18,0,23
15-11-2014,30,15,0.03,22.5
16-11-2014,30,16,0.02,23
17-11-2014,19,10,0,14.5
18-11-2014,20,10,0,15
19-11-2014,28,17,0.01,22.5
20-11-2014,25,14,0,19.5
21-11-2014,33,9,0,21
22-11-2014,48,33,0.1,40.5
23-11-2014,50,46,0.74,48
24-11-2014,47,24,0.37,35.5
25-11-2014,27,19,0,23
26-11-2014,31,14,0,22.5
27-11-2014,24,14,0,19
28-11-2014,33,14,0.03,23.5
29-11-2014,48,31,0,39.5
30-11-2014,47,20,0,33.5
01-12-2014,24,12,0,18
02-12-2014,35,24,0.03,29.5
03-12-2014,35,23,0,29
04-12-2014,35,20,0,27.5
05-12-2014,39,31,0,35
06-12-2014,38,26,0,32
07-12-2014,38,30,0,34
08-12-2014,36,33,0.16,34.5
09-12-2014,37,29,0,33
10-12-2014,31,24,0,27.5
11-12-2014,33,21,0,27
12-12-2014,36,24,0,30
13-12-2014,47,33,0,40
14-12-2014,49,44,0,46.5
15-12-2014,48,41,0.05,44.5
16-12-2014,44,29,0.1,36.5
17-12-2014,29,21,0,25
18-12-2014,29,19,0,24
19-12-2014,31,25,0,28
20-12-2014,32,27,0,29.5
21-12-2014,37,32,0,34.5
22-12-2014,40,33,0.38,36.5
23-12-2014,46,37,0.29,41.5
24-12-2014,41,34,0,37.5
25-12-2014,41,34,0,37.5
26-12-2014,49,36,0,42.5
27-12-2014,50,30,0.02,40
28-12-2014,34,22,0,28
29-12-2014,28,14,0,21
30-12-2014,17,7,0,12
31-12-2014,18,2,0,10
01-01-2015,31,15,0,23
02-01-2015,32,17,0,24.5
03-01-2015,34,28,0.21,31
04-01-2015,34,-2,0.18,16
05-01-2015,3,-6,0.09,-1.5
06-01-2015,11,1,0.02,6
07-01-2015,6,-5,0,0.5
08-01-2015,17,-7,0.18,5
09-01-2015,9,0,0,4.5
10-01-2015,22,-3,0,9.5
11-01-2015,30,17,0,23.5
12-01-2015,23,12,0,17.5
13-01-2015,19,12,0,15.5
14-01-2015,20,4,0,12
15-01-2015,36,19,0,27.5
16-01-2015,32,26,0,29
17-01-2015,42,31,0,36.5
18-01-2015,42,35,0,38.5
19-01-2015,36,32,0,34
20-01-2015,35,30,0.02,32.5
21-01-2015,31,27,0.02,29
22-01-2015,34,26,0,30
23-01-2015,33,26,0,29.5
24-01-2015,42,31,0,36.5
25-01-2015,34,22,0,28
26-01-2015,28,17,0.05,22.5
27-01-2015,30,26,0,28
28-01-2015,34,20,0.01,27
29-01-2015,35,25,0,30
30-01-2015,28,18,0,23
31-01-2015,37,19,0.13,28
01-02-2015,29,13,0.48,21
02-02-2015,17,7,0,12
03-02-2015,22,5,0.09,13.5
04-02-2015,20,8,0,14
05-02-2015,16,1,0,8.5
06-02-2015,28,14,0,21
07-02-2015,36,19,0,27.5
08-02-2015,37,23,0,30
09-02-2015,26,21,0,23.5
10-02-2015,29,23,0,26
11-02-2015,34,17,0,25.5
12-02-2015,17,7,0,12
13-02-2015,26,3,0,14.5
14-02-2015,26,0,0,13
15-02-2015,14,-2,0.01,6
16-02-2015,18,12,0.01,15
17-02-2015,18,8,0.02,13
18-02-2015,8,-4,0,2
19-02-2015,5,-9,0,-2
20-02-2015,19,-6,0.02,6.5
21-02-2015,28,19,0,23.5
22-02-2015,23,1,0,12
23-02-2015,11,-5,0,3
24-02-2015,32,5,0.01,18.5
25-02-2015,20,10,0.06,15
26-02-2015,17,5,0.11,11
27-02-2015,18,0,0,9
28-02-2015,19,-5,0,7
01-03-2015,28,12,0,20
02-03-2015,28,16,0,22
03-03-2015,34,25,0.31,29.5
04-03-2015,31,9,0,20
05-03-2015,16,3,0,9.5
06-03-2015,28,0,0,14
07-03-2015,46,20,0,33
08-03-2015,45,30,0,37.5
09-03-2015,50,29,0,39.5
10-03-2015,55,32,0,43.5
11-03-2015,50,33,0,41.5
12-03-2015,49,29,0,39
13-03-2015,65,34,0,49.5
14-03-2015,57,34,0,45.5
15-03-2015,60,29,0,44.5
16-03-2015,71,38,0,54.5
17-03-2015,45,34,0,39.5
18-03-2015,50,32,0,41
19-03-2015,42,33,0,37.5
20-03-2015,55,30,0,42.5
21-03-2015,44,28,0,36
22-03-2015,33,28,0,30.5
23-03-2015,33,25,0.11,29
24-03-2015,36,22,0,29
25-03-2015,43,33,0.36,38
26-03-2015,39,26,0.01,32.5
27-03-2015,29,18,0.01,23.5
28-03-2015,34,18,0,26
29-03-2015,46,25,0.02,35.5
30-03-2015,58,35,0.01,46.5
31-03-2015,51,38,0,44.5
01-04-2015,62,33,0,47.5
02-04-2015,66,51,0.06,58.5
03-04-2015,53,28,0,40.5
04-04-2015,58,23,0,40.5
05-04-2015,47,35,0,41
06-04-2015,47,32,0.07,39.5
07-04-2015,43,36,0.15,39.5
08-04-2015,39,36,0.33,37.5
09-04-2015,54,37,3.18,45.5
10-04-2015,56,38,0.17,47
11-04-2015,63,38,0,50.5
12-04-2015,68,39,0,53.5
13-04-2015,66,52,0.05,59
14-04-2015,62,41,0,51.5
15-04-2015,54,36,0,45
16-04-2015,55,41,0,48
17-04-2015,76,46,0,61
18-04-2015,58,41,0,49.5
19-04-2015,55,42,0.94,48.5
20-04-2015,50,43,0.12,46.5
21-04-2015,44,37,0,40.5
22-04-2015,44,34,0,39
23-04-2015,51,32,0,41.5
24-04-2015,49,30,0.15,39.5
25-04-2015,42,38,0,40
26-04-2015,50,35,0,42.5
27-04-2015,51,39,0,45
28-04-2015,52,38,0,45
29-04-2015,56,37,0,46.5
30-04-2015,46,40,0,43
01-05-2015,61,39,0,50
02-05-2015,76,51,0,63.5
03-05-2015,80,58,0,69
04-05-2015,68,50,0,59
05-05-2015,53,44,0.44,48.5
06-05-2015,60,45,0,52.5
07-05-2015,81,45,0,63
08-05-2015,80,63,0.24,71.5
09-05-2015,63,45,0,54
10-05-2015,47,41,0.06,44
11-05-2015,70,45,0.11,57.5
12-05-2015,54,43,0,48.5
13-05-2015,49,37,0,43
14-05-2015,57,40,0.05,48.5
15-05-2015,75,47,0.01,61
16-05-2015,66,47,0,56.5
17-05-2015,78,47,0.21,62.5
18-05-2015,75,49,0,62
19-05-2015,51,37,0,44
20-05-2015,50,37,0,43.5
21-05-2015,72,44,0,58
22-05-2015,57,43,0,50
23-05-2015,74,45,0,59.5
24-05-2015,67,51,0.29,59
25-05-2015,79,54,0.04,66.5
26-05-2015,76,60,0.35,68
27-05-2015,72,58,0.02,65
28-05-2015,80,59,0,69.5
29-05-2015,80,59,0.11,69.5
30-05-2015,71,41,0.5,56
31-05-2015,53,41,0,47
01-06-2015,56,41,0,48.5
02-06-2015,64,41,0,52.5
03-06-2015,67,47,0,57
04-06-2015,82,56,0,69
05-06-2015,64,50,0,57
06-06-2015,63,47,0,55
07-06-2015,82,52,0.11,67
08-06-2015,82,60,0.03,71
09-06-2015,87,61,0,74
10-06-2015,87,57,0,72
11-06-2015,63,51,0.52,57
12-06-2015,59,52,0.64,55.5
13-06-2015,69,54,0.38,61.5
14-06-2015,79,56,0.11,67.5
15-06-2015,81,62,0.29,71.5
16-06-2015,67,54,0,60.5
17-06-2015,68,51,0,59.5
18-06-2015,84,52,0.14,68
19-06-2015,63,50,0,56.5
20-06-2015,75,51,0,63
21-06-2015,85,66,0,75.5
22-06-2015,82,65,0.25,73.5
23-06-2015,79,60,0,69.5
24-06-2015,80,60,0,70
25-06-2015,70,58,0.02,64
26-06-2015,65,55,0,60
27-06-2015,73,56,0,64.5
28-06-2015,74,52,0,63
29-06-2015,73,61,0,67
30-06-2015,74,53,0,63.5
01-07-2015,64,51,0,57.5
02-07-2015,64,51,0,57.5
03-07-2015,74,52,0,63
04-07-2015,80,60,0,70
05-07-2015,82,62,0,72
06-07-2015,85,62,0.42,73.5
07-07-2015,72,54,0.05,63
08-07-2015,63,51,0,57
09-07-2015,72,58,0,65
10-07-2015,78,57,0,67.5
11-07-2015,78,63,0,70.5
12-07-2015,77,63,0,70
13-07-2015,88,65,0.56,76.5
14-07-2015,78,60,0,69
15-07-2015,70,57,0,63.5
16-07-2015,70,58,0.46,64
17-07-2015,91,66,0,78.5
18-07-2015,83,69,0.11,76
19-07-2015,82,69,0,75.5
20-07-2015,82,67,0,74.5
21-07-2015,81,64,0,72.5
22-07-2015,80,60,0,70
23-07-2015,83,66,0,74.5
24-07-2015,85,66,0,75.5
25-07-2015,85,65,0,75
26-07-2015,80,61,0,70.5
27-07-2015,85,64,0,74.5
28-07-2015,86,66,0,76
29-07-2015,87,72,0,79.5
30-07-2015,88,67,0,77.5
31-07-2015,85,68,0,76.5
01-08-2015,85,66,0,75.5
02-08-2015,93,65,0.46,79
03-08-2015,81,65,0,73
04-08-2015,80,61,0,70.5
05-08-2015,73,62,0,67.5
06-08-2015,76,61,0,68.5
07-08-2015,79,66,0.06,72.5
08-08-2015,74,65,0,69.5
09-08-2015,76,64,0,70
10-08-2015,80,64,0.96,72
11-08-2015,76,63,0,69.5
12-08-2015,75,60,0,67.5
13-08-2015,85,67,0,76
14-08-2015,93,67,0.18,80
15-08-2015,87,66,0,76.5
16-08-2015,89,73,0,81
17-08-2015,90,69,0.26,79.5
18-08-2015,79,68,0.62,73.5
19-08-2015,74,62,0,68
20-08-2015,70,56,0,63
21-08-2015,83,55,0,69
22-08-2015,79,63,0,71
23-08-2015,75,60,0.02,67.5
24-08-2015,69,55,0,62
25-08-2015,64,57,0,60.5
26-08-2015,65,55,0,60
27-08-2015,73,53,0,63
28-08-2015,74,56,0.13,65
29-08-2015,64,57,0.77,60.5
30-08-2015,72,62,0,67
31-08-2015,80,60,0,70
01-09-2015,90,66,0,78
02-09-2015,89,73,0,81
03-09-2015,86,64,0,75
04-09-2015,77,64,0,70.5
05-09-2015,88,65,0.28,76.5
06-09-2015,90,72,0,81
07-09-2015,86,74,0,80
08-09-2015,78,67,1.18,72.5
09-09-2015,72,57,0,64.5
10-09-2015,72,56,0.02,64
11-09-2015,64,54,0,59
12-09-2015,63,48,0,55.5
13-09-2015,71,51,0,61
14-09-2015,81,52,0,66.5
15-09-2015,84,64,0,74
16-09-2015,83,58,0,70.5
17-09-2015,85,63,0.58,74
18-09-2015,72,61,0.87,66.5
19-09-2015,70,55,0.88,62.5
20-09-2015,69,50,0,59.5
21-09-2015,70,51,0,60.5
22-09-2015,79,52,0,65.5
23-09-2015,76,55,0,65.5
24-09-2015,70,58,0,64
25-09-2015,69,59,0,64
26-09-2015,70,59,0,64.5
27-09-2015,70,59,0,64.5
28-09-2015,80,64,0,72
29-09-2015,67,54,0.63,60.5
30-09-2015,59,52,0,55.5
01-10-2015,58,51,0,54.5
02-10-2015,57,51,0,54
03-10-2015,54,49,0,51.5
04-10-2015,57,50,0.04,53.5
05-10-2015,61,56,0,58.5
06-10-2015,68,54,0,61
07-10-2015,62,50,0,56
08-10-2015,76,48,0.11,62
09-10-2015,60,45,0,52.5
10-10-2015,65,45,0,55
11-10-2015,79,55,0,67
12-10-2015,74,52,0,63
13-10-2015,61,48,0,54.5
14-10-2015,62,42,0,52
15-10-2015,66,47,0,56.5
16-10-2015,52,36,0,44
17-10-2015,51,33,0,42
18-10-2015,54,33,0,43.5
19-10-2015,73,45,0,59
20-10-2015,73,57,0.03,65
21-10-2015,73,56,0,64.5
22-10-2015,60,48,0,54
23-10-2015,60,50,0.3,55
24-10-2015,66,47,0,56.5
25-10-2015,62,42,0,52
26-10-2015,59,38,0,48.5
27-10-2015,57,50,0.53,53.5
28-10-2015,56,38,0.34,47
29-10-2015,46,37,0,41.5
30-10-2015,54,39,0.01,46.5
31-10-2015,51,45,0.54,48
01-11-2015,62,46,0,54
02-11-2015,72,51,0,61.5
03-11-2015,73,49,0,61
04-11-2015,69,52,0,60.5
05-11-2015,71,57,0,64
06-11-2015,64,42,0.24,53
07-11-2015,50,34,0,42
08-11-2015,53,31,0,42
09-11-2015,54,28,0,41
10-11-2015,54,29,0,41.5
11-11-2015,58,41,0.47,49.5
12-11-2015,53,42,0.01,47.5
13-11-2015,43,34,0,38.5
14-11-2015,54,28,0,41
15-11-2015,63,48,0,55.5
16-11-2015,60,47,0,53.5
17-11-2015,56,48,1.36,52
18-11-2015,60,47,0.08,53.5
19-11-2015,47,36,0,41.5
20-11-2015,40,31,0.09,35.5
21-11-2015,33,20,0.3,26.5
22-11-2015,27,16,0,21.5
23-11-2015,42,27,0,34.5
24-11-2015,42,24,0,33
25-11-2015,51,38,0,44.5
26-11-2015,58,40,1.55,49
27-11-2015,40,30,0.33,35
28-11-2015,37,25,0,31
29-11-2015,39,22,0,30.5
30-11-2015,43,38,0.5,40.5
01-12-2015,43,34,0.21,38.5
02-12-2015,36,31,0.03,33.5
03-12-2015,37,32,0,34.5
04-12-2015,50,33,0,41.5
05-12-2015,47,30,0,38.5
06-12-2015,42,31,0,36.5
07-12-2015,40,32,0,36
08-12-2015,45,37,0,41
09-12-2015,51,39,0,45
10-12-2015,57,41,0,49
11-12-2015,47,38,0,42.5
12-12-2015,44,42,0.07,43
13-12-2015,60,42,0.93,51
14-12-2015,55,44,0.41,49.5
15-12-2015,44,36,0,40
16-12-2015,52,35,0.15,43.5
17-12-2015,36,27,0,31.5
18-12-2015,29,23,0,26
19-12-2015,29,15,0,22
20-12-2015,50,24,0,37
21-12-2015,46,37,0.33,41.5
22-12-2015,40,35,0,37.5
23-12-2015,58,40,0.53,49
24-12-2015,41,36,0,38.5
25-12-2015,38,29,0,33.5
26-12-2015,40,35,0.21,37.5
27-12-2015,37,33,0,35
28-12-2015,34,28,0.9,31
29-12-2015,35,27,0.04,31
30-12-2015,31,27,0.01,29
31-12-2015,29,21,0,25
01-01-2016,28,19,0,23.5
02-01-2016,33,21,0,27
03-01-2016,29,24,0,26.5
04-01-2016,29,16,0.01,22.5
05-01-2016,31,13,0,22
06-01-2016,35,22,0,28.5
07-01-2016,39,32,0,35.5
08-01-2016,39,37,0.08,38
09-01-2016,37,22,0.18,29.5
10-01-2016,22,1,0,11.5
11-01-2016,14,-3,0.07,5.5
12-01-2016,12,3,0,7.5
13-01-2016,19,-1,0.02,9
14-01-2016,36,15,0,25.5
15-01-2016,39,29,0,34
16-01-2016,29,4,0,16.5
17-01-2016,4,-4,0,0
18-01-2016,7,-5,0,1
19-01-2016,15,-1,0,7
20-01-2016,23,13,0.01,18
21-01-2016,26,16,0,21
22-01-2016,28,23,0,25.5
23-01-2016,31,24,0,27.5
24-01-2016,28,23,0,25.5
25-01-2016,35,27,0.13,31
26-01-2016,35,24,0,29.5
27-01-2016,34,22,0,28
28-01-2016,39,26,0,32.5
29-01-2016,32,16,0,24
30-01-2016,46,31,0,38.5
31-01-2016,39,34,0.19,36.5
01-02-2016,44,29,0,36.5
02-02-2016,37,29,0.3,33
03-02-2016,36,26,0,31
04-02-2016,31,22,0,26.5
05-02-2016,32,25,0,28.5
06-02-2016,35,26,0,30.5
07-02-2016,45,31,0,38
08-02-2016,34,19,0.17,26.5
09-02-2016,19,13,0.04,16
10-02-2016,16,9,0,12.5
11-02-2016,19,5,0,12
12-02-2016,20,3,0,11.5
13-02-2016,13,0,0,6.5
14-02-2016,22,2,0.05,12
15-02-2016,28,18,0.02,23
16-02-2016,32,24,0.03,28
17-02-2016,32,13,0,22.5
18-02-2016,38,9,0,23.5
19-02-2016,57,37,0,47
20-02-2016,53,38,0,45.5
21-02-2016,38,27,0,32.5
22-02-2016,36,29,0,32.5
23-02-2016,41,31,0,36
24-02-2016,36,32,0,34
25-02-2016,35,30,0,32.5
26-02-2016,34,25,0,29.5
27-02-2016,57,28,0,42.5
28-02-2016,61,34,0.01,47.5
29-02-2016,47,25,0,36
01-03-2016,25,16,0.15,20.5
02-03-2016,29,11,0,20
03-03-2016,31,22,0,26.5
04-03-2016,37,11,0.1,24
05-03-2016,36,30,0,33
06-03-2016,48,31,0,39.5
07-03-2016,66,46,0,56
08-03-2016,71,55,0,63
09-03-2016,67,44,0.09,55.5
10-03-2016,48,35,0,41.5
11-03-2016,44,30,0,37
12-03-2016,60,36,0,48
13-03-2016,48,41,0.41,44.5
14-03-2016,52,37,0.02,44.5
15-03-2016,49,35,0.43,42
16-03-2016,55,45,0.08,50
