Date,tmax,tmin,prcp
24-04-2017,66,39,0
25-04-2017,70,48,0
26-04-2017,74,57,0.31
27-04-2017,58,43,0.49
28-04-2017,54,39,0
29-04-2017,45,39,0.47
30-04-2017,43,41,1.09
01-05-2017,59,41,0.09
02-05-2017,50,41,0
03-05-2017,55,33,0
04-05-2017,58,40,0
05-05-2017,51,42,0
06-05-2017,54,42,0
07-05-2017,53,37,0
08-05-2017,49,36,0
09-05-2017,53,44,0
10-05-2017,62,44,0.2
11-05-2017,63,46,0
12-05-2017,59,47,0
13-05-2017,80,47,0
14-05-2017,57,47,0
15-05-2017,68,47,0.43
16-05-2017,87,56,0
17-05-2017,84,61,0.35
18-05-2017,75,44,0
19-05-2017,48,41,0.15
20-05-2017,54,46,0.4
21-05-2017,63,50,0.01
22-05-2017,67,50,0
23-05-2017,66,47,0.21
24-05-2017,59,47,0.28
25-05-2017,66,52,0
26-05-2017,62,50,0.09
27-05-2017,72,50,0
28-05-2017,76,59,0.54
29-05-2017,74,55,0.08
30-05-2017,71,53,0
31-05-2017,74,53,0
01-06-2017,77,48,0
02-06-2017,82,58,0
03-06-2017,83,61,0.26
04-06-2017,89,68,0.32
05-06-2017,71,54,0
06-06-2017,68,55,0
07-06-2017,74,51,0
08-06-2017,81,54,0
09-06-2017,77,59,0
10-06-2017,90,59,0
11-06-2017,92,74,0
12-06-2017,94,67,0.03
13-06-2017,76,59,0
14-06-2017,87,60,0.05
15-06-2017,91,69,0
16-06-2017,86,72,0.04
17-06-2017,86,66,0.83
18-06-2017,79,67,0
19-06-2017,78,60,0.11
20-06-2017,74,56,0.22
21-06-2017,74,57,0
22-06-2017,87,66,0.05
23-06-2017,82,65,1.42
24-06-2017,74,56,0
25-06-2017,72,53,0.02
26-06-2017,69,54,0
27-06-2017,77,54,0
28-06-2017,75,57,1.67
29-06-2017,81,66,0.19
30-06-2017,81,67,0
01-07-2017,83,66,0.18
02-07-2017,83,60,0.28
03-07-2017,73,59,0
04-07-2017,77,60,0
05-07-2017,82,63,0
06-07-2017,91,69,0.01
07-07-2017,85,61,0.08
08-07-2017,74,59,0
09-07-2017,85,64,0
10-07-2017,84,69,0.47
11-07-2017,80,66,0
12-07-2017,85,70,1.68
13-07-2017,81,67,0
14-07-2017,71,62,0
15-07-2017,81,62,0.01
16-07-2017,73,58,0
17-07-2017,73,55,0
18-07-2017,87,61,0
19-07-2017,80,67,0.21
20-07-2017,85,70,0.34
21-07-2017,83,66,0.38
22-07-2017,81,68,0.02
23-07-2017,86,66,0.01
24-07-2017,71,61,0
25-07-2017,78,58,0
26-07-2017,85,68,0.02
27-07-2017,78,68,0
28-07-2017,77,66,0
29-07-2017,76,62,0
30-07-2017,82,60,0
31-07-2017,84,66,0
01-08-2017,86,66,0
02-08-2017,82,68,0
03-08-2017,79,62,0.17
04-08-2017,68,56,0
05-08-2017,81,60,0
06-08-2017,76,63,0.12
07-08-2017,74,63,0.03
08-08-2017,83,64,0
09-08-2017,82,66,0
10-08-2017,84,66,0.13
11-08-2017,77,65,0
12-08-2017,75,59,0
13-08-2017,77,57,0
14-08-2017,77,62,0
15-08-2017,76,65,0
16-08-2017,78,62,0.09
17-08-2017,82,69,0.23
18-08-2017,80,69,0
19-08-2017,83,65,0
20-08-2017,85,63,0
21-08-2017,84,68,0
22-08-2017,80,65,0
23-08-2017,76,61,0
24-08-2017,70,57,0
25-08-2017,70,53,0
26-08-2017,75,56,0
27-08-2017,75,63,0.1
28-08-2017,76,65,0.48
29-08-2017,73,61,0.24
30-08-2017,83,59,0.04
31-08-2017,69,58,0
01-09-2017,66,57,0
02-09-2017,73,49,0.14
03-09-2017,83,58,0
04-09-2017,77,61,0
05-09-2017,67,54,0
06-09-2017,64,49,0.02
07-09-2017,67,54,0.01
08-09-2017,65,55,0.22
09-09-2017,68,55,0
10-09-2017,68,50,0
11-09-2017,72,49,0
12-09-2017,75,51,0
13-09-2017,74,56,0
14-09-2017,76,62,0
15-09-2017,83,61,0
16-09-2017,87,66,0
17-09-2017,83,57,0
18-09-2017,71,54,0
19-09-2017,75,61,0
20-09-2017,86,58,0
21-09-2017,85,70,0
22-09-2017,95,68,0
23-09-2017,91,73,0
24-09-2017,91,68,0
25-09-2017,87,67,0
26-09-2017,91,65,0.46
27-09-2017,70,55,0
28-09-2017,73,51,0
29-09-2017,67,55,0
30-09-2017,63,49,0
01-10-2017,69,48,0
02-10-2017,78,63,0
03-10-2017,82,67,0
04-10-2017,74,54,0.01
05-10-2017,67,48,0.25
06-10-2017,68,56,0.06
07-10-2017,78,60,0.15
08-10-2017,78,56,0
09-10-2017,77,52,0
10-10-2017,59,52,0.49
11-10-2017,59,55,0.86
12-10-2017,59,56,0
13-10-2017,67,58,0.42
14-10-2017,67,58,0.8
15-10-2017,68,46,0.02
16-10-2017,62,45,0
17-10-2017,73,49,0
18-10-2017,73,50,0
19-10-2017,68,53,0
20-10-2017,80,52,0
21-10-2017,76,61,0
22-10-2017,69,52,0.51
23-10-2017,55,50,0.09
24-10-2017,52,43,0.39
25-10-2017,53,39,0
26-10-2017,57,35,0
27-10-2017,55,38,0
28-10-2017,42,36,0.02
29-10-2017,47,35,0
30-10-2017,49,36,0.02
31-10-2017,41,35,0
01-11-2017,46,35,0.29
02-11-2017,50,42,0.01
03-11-2017,48,36,0
04-11-2017,48,44,0.19
05-11-2017,53,37,0
06-11-2017,44,32,0
07-11-2017,45,31,0
08-11-2017,46,26,0
09-11-2017,42,19,0
10-11-2017,32,16,0.01
11-11-2017,36,27,0.01
12-11-2017,40,34,0.11
13-11-2017,44,30,0
14-11-2017,49,28,0
15-11-2017,50,36,0.32
16-11-2017,39,35,0
17-11-2017,44,36,0.27
18-11-2017,43,35,0.16
19-11-2017,36,28,0
20-11-2017,52,30,0
21-11-2017,46,26,0
22-11-2017,34,21,0
23-11-2017,45,32,0
24-11-2017,65,35,0
25-11-2017,53,33,0
26-11-2017,50,27,0
27-11-2017,56,32,0
28-11-2017,59,44,0
29-11-2017,45,33,0
30-11-2017,53,39,0
01-12-2017,52,28,0
02-12-2017,53,38,0
03-12-2017,56,27,0
04-12-2017,64,47,0.1
05-12-2017,47,26,0
06-12-2017,35,22,0
07-12-2017,27,20,0
08-12-2017,34,19,0
09-12-2017,31,18,0.06
10-12-2017,29,19,0
11-12-2017,35,19,0.01
12-12-2017,26,17,0
13-12-2017,33,20,0.07
14-12-2017,25,14,0
15-12-2017,32,22,0.01
16-12-2017,41,31,0
17-12-2017,36,34,0
18-12-2017,42,34,0.05
19-12-2017,49,33,0
20-12-2017,33,26,0
21-12-2017,40,28,0
22-12-2017,37,31,0.02
23-12-2017,31,16,0
24-12-2017,22,16,0.1
25-12-2017,21,2,0.01
26-12-2017,6,-3,0
27-12-2017,7,-4,0
28-12-2017,13,0,0.01
29-12-2017,15,7,0.02
30-12-2017,13,-2,0
31-12-2017,14,-4,0
01-01-2018,6.3,-6.9,0
02-01-2018,13.1,-2.7,0
03-01-2018,17.2,6.3,0
04-01-2018,12.2,0.1,0
05-01-2018,12.2,0.1,0
06-01-2018,14.2,-0.8,0
07-01-2018,33.1,11.1,0
08-01-2018,45,30.2,0
09-01-2018,39.9,26.2,0
10-01-2018,54,31.1,0
11-01-2018,59,23.2,0.07
12-01-2018,25.2,11.1,0
13-01-2018,15.3,4.1,0
14-01-2018,20.1,1.2,0.01
15-01-2018,28.2,19.2,0.22
16-01-2018,25.2,14.2,0.05
17-01-2018,25.2,5.2,0
18-01-2018,34,19.2,0
19-01-2018,43,28.2,0
20-01-2018,52,34,0
21-01-2018,39.9,28.2,0.04
22-01-2018,41,35.1,0.94
23-01-2018,34,28.2,0.26
24-01-2018,29.1,24.3,0
25-01-2018,36,23.2,0
26-01-2018,48.9,27.1,0
27-01-2018,48,37,0
28-01-2018,39.9,26.2,0.03
29-01-2018,26.2,17.2,0
30-01-2018,31.1,13.1,0
31-01-2018,41,31.1,0
01-02-2018,36,6.3,0
02-02-2018,20.1,4.1,0
03-02-2018,37,20.1,0.09
04-02-2018,32,3.2,0.26
05-02-2018,13.1,-3.8,0.13
06-02-2018,20.1,8.2,0
07-02-2018,19.2,8.2,0.07
08-02-2018,22.1,5.2,0.05
09-02-2018,24.3,13.1,0.25
10-02-2018,22.1,12.2,0.01
11-02-2018,25.2,16.2,0.31
12-02-2018,23.2,9.1,0
13-02-2018,33.1,10.2,0
14-02-2018,44.1,24.3,0
15-02-2018,46.9,34,0
16-02-2018,35.1,19.2,0
17-02-2018,33.1,18.1,0.01
18-02-2018,39,21.2,0
19-02-2018,43,33.1,0.79
20-02-2018,53.1,31.1,0.91
21-02-2018,31.1,24.3,0
22-02-2018,37,28.2,0
23-02-2018,42.1,33.1,0.07
24-02-2018,37.9,30.2,0.14
25-02-2018,42.1,32,0.11
26-02-2018,52,29.1,0
27-02-2018,60.1,37,0
28-02-2018,50,35.1,0
01-03-2018,45,32,0
02-03-2018,46,28.2,0
03-03-2018,39.9,30.2,0
04-03-2018,41,30.2,0
05-03-2018,37,31.1,0.15
06-03-2018,37,29.1,0.03
07-03-2018,30.2,23.2,0
08-03-2018,33.1,20.1,0
09-03-2018,37,26.2,0
10-03-2018,39.9,24.3,0
11-03-2018,37.9,24.3,0
12-03-2018,46,32,0
13-03-2018,35.1,24.3,0
14-03-2018,48,23.2,0
15-03-2018,42.1,28.2,0
16-03-2018,34,23.2,0
17-03-2018,44.1,25.2,0
18-03-2018,59,33.1,0
19-03-2018,41,32,0
20-03-2018,34,29.1,0
21-03-2018,37,28.2,0
22-03-2018,43,25.2,0
23-03-2018,39.9,25.2,0
24-03-2018,39,31.1,0
25-03-2018,37.9,28.2,0
26-03-2018,46,32,0.26
27-03-2018,48,35.1,0.08
28-03-2018,48.9,30.2,0.02
29-03-2018,50,33.1,0
30-03-2018,42.1,33.1,0
31-03-2018,51.1,29.1,0.12
01-04-2018,37,22.1,0
02-04-2018,39,23.2,0
03-04-2018,37,28.2,0.34
04-04-2018,35.1,24.3,0.05
05-04-2018,45,20.1,0
06-04-2018,37,24.3,0
07-04-2018,36,19.2,0
08-04-2018,37,23.2,0
09-04-2018,37,29.1,0.03
10-04-2018,46,30.2,0
11-04-2018,57.9,37.9,0.19
12-04-2018,63,37.9,0.02
13-04-2018,39.9,37,0.26
14-04-2018,37,32,0.73
15-04-2018,34,28.2,0.83
16-04-2018,35.1,27.1,0.04
17-04-2018,39,28.2,0
18-04-2018,36,33.1,0.43
19-04-2018,50,31.1,0
20-04-2018,53.1,30.2,0
21-04-2018,55.9,31.1,0
22-04-2018,57,33.1,0
23-04-2018,59,37.9,0
24-04-2018,61,43,0
25-04-2018,50,36,0
26-04-2018,66,35.1,0
27-04-2018,52,39,0.19
28-04-2018,46.9,35.1,0
29-04-2018,51.1,31.1,0
30-04-2018,79,37,0
01-05-2018,84,60.1,0
02-05-2018,86,63,0.61
03-05-2018,63,43,0.62
04-05-2018,75.9,48.9,0
05-05-2018,81,51.1,0
06-05-2018,60.1,48,0.01
07-05-2018,66.9,46,0
08-05-2018,82,57.9,0
09-05-2018,73,48.9,0.78
10-05-2018,71.1,42.1,0
11-05-2018,42.1,37.9,1.37
12-05-2018,46.9,39.9,0.87
13-05-2018,61,41,0.24
14-05-2018,75.9,55,0.82
15-05-2018,70,48.9,0
16-05-2018,75.9,43,0
17-05-2018,64.9,48.9,0
18-05-2018,59,46,0.11
19-05-2018,66.9,46.9,0.04
20-05-2018,48.9,43,0.28
21-05-2018,54,45,0.53
22-05-2018,66,48,0.01
23-05-2018,75.9,50,0
24-05-2018,80.1,55,0
25-05-2018,88,64.9,0
26-05-2018,86,68,0
27-05-2018,95,68,0
28-05-2018,87.1,61,0
29-05-2018,73,60.1,0
30-05-2018,80.1,62.1,0.2
31-05-2018,89.1,68,0
01-06-2018,73,50,0
02-06-2018,63,48,0.27
03-06-2018,71.1,53.1,0.01
04-06-2018,81,55.9,0.01
05-06-2018,68,48,0.2
06-06-2018,71.1,46.9,0
07-06-2018,75.9,55.9,0
08-06-2018,64,55,0.06
09-06-2018,63,55.9,0.3
10-06-2018,60.1,55,0.45
11-06-2018,64.9,55.9,0
12-06-2018,75,59,0
13-06-2018,82,66.9,0
14-06-2018,78.1,59,0
15-06-2018,75,57,0.51
16-06-2018,84,64,0.12
17-06-2018,93,75.9,0
18-06-2018,91.9,61,1.46
19-06-2018,64,57,0.75
20-06-2018,69.1,59,0.01
21-06-2018,68,57.9,0.08
22-06-2018,64.9,57.9,0.03
23-06-2018,75,55,0
24-06-2018,72,59,0
25-06-2018,69.1,57.9,0
26-06-2018,72,62.1,1.36
27-06-2018,73.9,63,0
28-06-2018,82.9,66,0
29-06-2018,95,66.9,0
30-06-2018,95,78.1,0
01-07-2018,93.9,73,0.16
02-07-2018,81,64.9,0
03-07-2018,84.9,62.1,0
04-07-2018,90,70,0.07
05-07-2018,89.1,72,0
06-07-2018,72,60.1,0
07-07-2018,80.1,57.9,0
08-07-2018,84.9,61,0
09-07-2018,91,66,0
10-07-2018,84,70,0
11-07-2018,79,66.9,0
12-07-2018,87.1,66,0.05
13-07-2018,91.9,73,0.03
14-07-2018,84.9,73,0.02
15-07-2018,84,71.1,0
16-07-2018,89.1,75,0
17-07-2018,77,63,0
18-07-2018,75.9,61,0
19-07-2018,81,62.1,0.23
20-07-2018,77,68,1.98
21-07-2018,77,66.9,0.25
22-07-2018,73,66.9,0.04
23-07-2018,75,64.9,0
24-07-2018,84,64.9,0
25-07-2018,87.1,66.9,0
26-07-2018,77,64.9,0
27-07-2018,77,62.1,0
28-07-2018,78.1,61,0
29-07-2018,80.1,63,0
30-07-2018,79,60.1,0
31-07-2018,77,64,0
01-08-2018,84.9,64.9,0.14
02-08-2018,79,66,0.06
03-08-2018,75.9,64.9,0
04-08-2018,93.9,66.9,0
05-08-2018,91,75.9,0.01
06-08-2018,81,68,0.94
07-08-2018,75,66.9,0.04
08-08-2018,82.9,64,0
09-08-2018,87.1,68,0.4
10-08-2018,79,64.9,0
11-08-2018,84.9,64,0
12-08-2018,84,66,0
13-08-2018,84,64.9,0
14-08-2018,88,73,0
15-08-2018,84,71.1,0
16-08-2018,81,72,0
17-08-2018,79,71.1,0.05
18-08-2018,75.9,66,0
19-08-2018,79,64,0
20-08-2018,79,69.1,2.13
21-08-2018,77,63,0.03
22-08-2018,79,59,0
23-08-2018,81,60.1,0
24-08-2018,70,64,0.02
25-08-2018,84.9,66,0
26-08-2018,84,66.9,0.6
27-08-2018,89.1,72,0
28-08-2018,87.1,68,1.15
29-08-2018,73,62.1,0.11
30-08-2018,69.1,57.9,0
31-08-2018,78.1,57,0
01-09-2018,82,72,0.09
02-09-2018,88,69.1,0.91
03-09-2018,78.1,66,0.58
04-09-2018,90,71.1,0
05-09-2018,86,64.9,1.28
06-09-2018,69.1,57.9,0
07-09-2018,69.1,57.9,0
08-09-2018,70,61,0
09-09-2018,66,57.9,0
10-09-2018,71.1,57.9,0
11-09-2018,75,57,0
12-09-2018,78.1,62.1,0
13-09-2018,73.9,57.9,0
14-09-2018,81,60.1,0
15-09-2018,79,61,0
16-09-2018,79,64,0
17-09-2018,91,66.9,0
18-09-2018,72,63,0.08
19-09-2018,68,60.1,0.04
20-09-2018,82.9,66.9,2.13
21-09-2018,82,51.1,0
22-09-2018,62.1,48,0
23-09-2018,66.9,46.9,0
24-09-2018,69.1,60.1,0.01
25-09-2018,82,57.9,0.14
26-09-2018,66.9,50,0
27-09-2018,70,46.9,0
28-09-2018,61,46,0
29-09-2018,57.9,41,0.41
30-09-2018,57,48,1.16
01-10-2018,62.1,53.1,2.06
02-10-2018,60.1,54,0.01
03-10-2018,86,59,0.03
04-10-2018,73.9,50,0
05-10-2018,62.1,54,0.47
06-10-2018,63,55.9,0.85
07-10-2018,60.1,53.1,0.15
08-10-2018,84,60.1,0.09
09-10-2018,84,68,0.03
10-10-2018,72,51.1,0.38
11-10-2018,51.1,42.1,0
12-10-2018,45,35.1,0
13-10-2018,54,32,0
14-10-2018,55.9,39,0
15-10-2018,46.9,36,0.02
16-10-2018,60.1,34,0
17-10-2018,50,36,0
18-10-2018,57.9,30.9,0
19-10-2018,57.9,46,0.01
20-10-2018,51.1,35.1,0
21-10-2018,50,28,0
22-10-2018,64,36,0
23-10-2018,52,36,0
24-10-2018,52,36,0
25-10-2018,50,34,0
26-10-2018,50,46,0
27-10-2018,51.1,42.1,0
28-10-2018,51.1,44.1,0.1
29-10-2018,55,43,0.02
30-10-2018,62.1,48,0.28
31-10-2018,59,46,0
01-11-2018,50,41,0
02-11-2018,48,37,0
03-11-2018,46.9,32,0.03
04-11-2018,53.1,44.1,0.76
05-11-2018,51.1,44.1,0.25
06-11-2018,51.1,37.9,0.27
07-11-2018,41,35.1,0
08-11-2018,37,33.1,0
09-11-2018,37,21.2,0.24
10-11-2018,32,21.2,0
11-11-2018,39.9,29.1,0
12-11-2018,36,24.3,0
13-11-2018,27.1,19.2,0
14-11-2018,32,17.2,0
15-11-2018,39,25.2,0
16-11-2018,39.9,30.2,0.07
17-11-2018,35.1,30.2,0.03
18-11-2018,37,25.2,0
19-11-2018,34,24.3,0
20-11-2018,35.1,26.2,0
21-11-2018,33.1,28.2,0
22-11-2018,37.9,30.2,0
23-11-2018,48,35.1,0
24-11-2018,46.9,42.1,0.16
25-11-2018,42.1,34,0.25
26-11-2018,34,25.2,0.01
27-11-2018,26.2,21.2,0
28-11-2018,27.1,18.1,0.03
29-11-2018,35.1,25.2,0.03
30-11-2018,37,25.2,0
01-12-2018,39.9,37,1.02
02-12-2018,41,34,0.3
03-12-2018,35.1,30.2,0
04-12-2018,32,29.1,0
05-12-2018,32,25.2,0
06-12-2018,32,19.2,0
07-12-2018,24.3,16.2,0
08-12-2018,31.1,16.2,0
09-12-2018,28.2,14.2,0
10-12-2018,37,19.2,0
11-12-2018,34,24.3,0
12-12-2018,39.9,30.2,0.03
13-12-2018,42.1,25.2,0
14-12-2018,44.1,26.2,0
15-12-2018,44.1,26.2,0
16-12-2018,50,21.2,0
17-12-2018,42.1,26.2,0
18-12-2018,45,20.1,0
19-12-2018,46.9,32,0
20-12-2018,44.1,37.9,0.07
21-12-2018,37.9,29.1,0
22-12-2018,32,27.1,0
23-12-2018,39.9,29.1,0
24-12-2018,33.1,22.1,0
25-12-2018,37.9,23.2,0.01
26-12-2018,41,32,0
27-12-2018,52,39.9,0.39
28-12-2018,52,28.2,0.08
29-12-2018,28.2,21.2,0
30-12-2018,34,20.1,0
31-12-2018,39,28.2,0.51
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
